call_id,account_id,agent_id,department,started_at,duration_minutes,wait_minutes,recording_ref
CL00320,AC0138,A030,Support,2026-03-25 12:00:00,7,2.9,recording://CL00320
CL00321,AC0073,A041,Sales,2025-10-15 11:00:00,10,1.9,recording://CL00321
CL00322,AC0058,A024,Support,2026-03-20 10:00:00,8,2.5,recording://CL00322
CL00323,AC0047,A052,Sales,2026-07-24 19:00:00,9,2.3,recording://CL00323
CL00324,AC0145,A047,Sales,2026-04-11 19:00:00,26,0.5,recording://CL00324
CL00325,AC0127,A040,Sales,2026-06-29 15:00:00,17,0.5,recording://CL00325
CL00326,AC0045,A044,Sales,2026-07-11 10:00:00,16,3.6,recording://CL00326
CL00327,AC0068,A034,Support,2026-05-02 19:00:00,7,1.0,recording://CL00327
CL00328,AC0087,A056,Sales,2025-09-21 18:00:00,9,2.1,recording://CL00328
CL00329,AC0044,A019,Support,2026-08-01 09:00:00,12,0.5,recording://CL00329
CL00330,AC0107,A029,Support,2025-10-09 09:00:00,15,1.7,recording://CL00330
CL00331,AC0062,A015,Support,2026-02-18 14:00:00,14,3.6,recording://CL00331
CL00332,AC0080,A023,Support,2025-11-16 09:00:00,7,1.8,recording://CL00332
CL00333,AC0117,A054,Sales,2026-05-14 11:00:00,6,3.6,recording://CL00333
CL00334,AC0047,A029,Support,2025-09-05 18:00:00,20,2.3,recording://CL00334
CL00335,AC0095,A018,Support,2025-12-19 11:00:00,15,1.1,recording://CL00335
CL00336,AC0137,A043,Sales,2026-08-19 15:00:00,7,2.7,recording://CL00336
CL00337,AC0125,A051,Sales,2026-02-05 15:00:00,22,2.2,recording://CL00337
CL00338,AC0144,A056,Sales,2025-10-19 16:00:00,19,1.1,recording://CL00338
CL00339,AC0065,A055,Sales,2026-03-22 08:00:00,9,1.4,recording://CL00339
CL00340,AC0005,A055,Sales,2025-10-06 09:00:00,33,2.0,recording://CL00340
CL00341,AC0114,A039,Sales,2025-10-29 15:00:00,24,3.5,recording://CL00341
CL00342,AC0041,A032,Support,2026-01-09 08:00:00,11,1.0,recording://CL00342
CL00343,AC0095,A005,Support,2026-01-10 18:00:00,23,0.8,recording://CL00343
CL00344,AC0128,A054,Sales,2026-01-09 19:00:00,17,1.7,recording://CL00344
CL00345,AC0002,A006,Support,2026-08-10 12:00:00,22,1.5,recording://CL00345
CL00346,AC0070,A001,Support,2025-10-03 09:00:00,15,0.5,recording://CL00346
CL00347,AC0112,A032,Support,2025-11-09 11:00:00,23,3.0,recording://CL00347
CL00348,AC0008,A027,Support,2025-10-26 18:00:00,20,2.7,recording://CL00348
CL00349,AC0064,A006,Support,2026-01-18 17:00:00,19,1.6,recording://CL00349
CL00350,AC0142,A045,Sales,2025-11-02 09:00:00,7,1.6,recording://CL00350
CL00351,AC0065,A047,Sales,2025-12-14 16:00:00,17,1.0,recording://CL00351
CL00352,AC0090,A014,Support,2026-04-24 16:00:00,11,1.7,recording://CL00352
CL00353,AC0138,A052,Sales,2025-10-30 11:00:00,7,1.4,recording://CL00353
CL00354,AC0114,A043,Sales,2026-08-02 10:00:00,17,0.4,recording://CL00354
CL00355,AC0132,A046,Sales,2026-05-08 11:00:00,9,1.3,recording://CL00355
CL00356,AC0006,A056,Sales,2026-02-03 08:00:00,27,0.3,recording://CL00356
CL00357,AC0058,A003,Support,2025-12-16 16:00:00,16,2.0,recording://CL00357
CL00358,AC0030,A041,Sales,2026-06-16 15:00:00,7,2.8,recording://CL00358
CL00359,AC0088,A039,Sales,2026-02-18 17:00:00,17,2.1,recording://CL00359
CL00360,AC0108,A046,Sales,2025-09-03 19:00:00,7,1.6,recording://CL00360
CL00361,AC0003,A027,Support,2026-01-24 11:00:00,12,2.7,recording://CL00361
CL00362,AC0150,A036,Support,2026-02-16 18:00:00,3,0.1,recording://CL00362
CL00363,AC0121,A008,Support,2025-10-10 16:00:00,41,1.4,recording://CL00363
CL00364,AC0144,A004,Support,2025-11-13 16:00:00,19,1.7,recording://CL00364
CL00365,AC0086,A006,Support,2026-03-11 14:00:00,13,3.4,recording://CL00365
CL00366,AC0049,A054,Sales,2025-11-17 12:00:00,23,1.5,recording://CL00366
CL00367,AC0047,A048,Sales,2026-02-14 08:00:00,28,2.6,recording://CL00367
CL00368,AC0030,A042,Sales,2026-07-12 13:00:00,13,0.0,recording://CL00368
CL00369,AC0085,A039,Sales,2026-04-12 11:00:00,9,2.3,recording://CL00369
CL00370,AC0017,A012,Support,2026-02-01 09:00:00,12,1.3,recording://CL00370
CL00371,AC0135,A051,Sales,2026-07-29 11:00:00,13,2.6,recording://CL00371
CL00372,AC0099,A053,Sales,2026-08-11 13:00:00,12,1.8,recording://CL00372
CL00373,AC0125,A048,Sales,2025-11-04 08:00:00,23,1.1,recording://CL00373
CL00374,AC0060,A044,Sales,2026-04-14 10:00:00,7,1.1,recording://CL00374
CL00375,AC0030,A039,Sales,2025-09-14 16:00:00,10,0.5,recording://CL00375
CL00376,AC0100,A046,Sales,2026-03-15 12:00:00,9,2.9,recording://CL00376
CL00377,AC0150,A042,Sales,2026-04-26 13:00:00,17,2.4,recording://CL00377
CL00378,AC0047,A002,Support,2026-01-04 11:00:00,20,0.8,recording://CL00378
CL00379,AC0058,A018,Support,2025-12-01 10:00:00,9,2.6,recording://CL00379
CL00380,AC0045,A040,Sales,2025-10-19 11:00:00,9,1.8,recording://CL00380
CL00381,AC0130,A004,Support,2026-03-13 15:00:00,16,2.8,recording://CL00381
CL00382,AC0064,A029,Support,2026-07-12 14:00:00,19,3.5,recording://CL00382
CL00383,AC0004,A051,Sales,2026-03-06 16:00:00,11,1.3,recording://CL00383
CL00384,AC0113,A047,Sales,2025-09-06 16:00:00,8,1.5,recording://CL00384
CL00385,AC0037,A047,Sales,2026-02-02 11:00:00,34,1.1,recording://CL00385
CL00386,AC0008,A039,Sales,2025-09-14 13:00:00,7,1.5,recording://CL00386
CL00387,AC0090,A016,Support,2026-04-05 16:00:00,25,1.3,recording://CL00387
CL00388,AC0101,A014,Support,2025-10-11 15:00:00,18,1.0,recording://CL00388
CL00389,AC0130,A045,Sales,2026-03-23 17:00:00,12,2.7,recording://CL00389
CL00390,AC0129,A021,Support,2025-09-02 16:00:00,18,2.1,recording://CL00390
CL00391,AC0064,A020,Support,2026-04-11 15:00:00,19,1.1,recording://CL00391
CL00392,AC0121,A054,Sales,2026-06-19 15:00:00,19,1.8,recording://CL00392
CL00393,AC0066,A039,Sales,2025-09-27 17:00:00,15,2.0,recording://CL00393
CL00394,AC0101,A055,Sales,2026-06-12 13:00:00,24,0.7,recording://CL00394
CL00395,AC0050,A050,Sales,2025-09-04 14:00:00,15,0.1,recording://CL00395
CL00396,AC0017,A042,Sales,2025-11-08 11:00:00,4,1.1,recording://CL00396
CL00397,AC0112,A052,Sales,2026-05-09 10:00:00,27,1.9,recording://CL00397
CL00398,AC0058,A043,Sales,2025-12-21 11:00:00,25,1.8,recording://CL00398
CL00399,AC0135,A056,Sales,2026-03-29 13:00:00,18,0.7,recording://CL00399
CL00400,AC0087,A031,Support,2026-01-20 13:00:00,22,2.3,recording://CL00400
CL00401,AC0101,A009,Support,2026-02-09 12:00:00,8,2.1,recording://CL00401
CL00402,AC0130,A030,Support,2026-05-03 17:00:00,13,3.3,recording://CL00402
CL00403,AC0015,A044,Sales,2026-07-03 08:00:00,15,0.7,recording://CL00403
CL00404,AC0124,A018,Support,2026-03-13 12:00:00,17,1.6,recording://CL00404
CL00405,AC0068,A004,Support,2025-10-22 17:00:00,15,0.6,recording://CL00405
CL00406,AC0064,A028,Support,2025-12-22 09:00:00,25,1.3,recording://CL00406
CL00407,AC0148,A040,Sales,2026-08-03 15:00:00,8,1.6,recording://CL00407
CL00408,AC0066,A050,Sales,2026-07-17 13:00:00,23,3.6,recording://CL00408
CL00409,AC0057,A050,Sales,2026-03-05 10:00:00,14,2.9,recording://CL00409
CL00410,AC0105,A041,Sales,2026-05-20 14:00:00,13,1.2,recording://CL00410
CL00411,AC0148,A033,Support,2026-02-24 12:00:00,12,1.5,recording://CL00411
CL00412,AC0099,A041,Sales,2026-01-01 16:00:00,3,0.8,recording://CL00412
CL00413,AC0046,A055,Sales,2026-05-08 14:00:00,10,2.1,recording://CL00413
CL00414,AC0140,A039,Sales,2026-04-06 17:00:00,24,2.8,recording://CL00414
CL00415,AC0105,A043,Sales,2026-08-09 18:00:00,24,3.4,recording://CL00415
CL00416,AC0146,A050,Sales,2025-12-23 15:00:00,10,3.7,recording://CL00416
CL00417,AC0122,A005,Support,2026-02-18 08:00:00,10,0.9,recording://CL00417
CL00418,AC0132,A024,Support,2026-07-01 08:00:00,20,1.1,recording://CL00418
CL00419,AC0071,A046,Sales,2026-04-03 18:00:00,8,2.3,recording://CL00419
CL00420,AC0041,A045,Sales,2026-04-26 13:00:00,21,1.5,recording://CL00420
CL00421,AC0120,A042,Sales,2026-01-15 13:00:00,11,1.6,recording://CL00421
CL00422,AC0065,A020,Support,2026-07-08 15:00:00,29,2.5,recording://CL00422
CL00423,AC0087,A005,Support,2025-11-27 12:00:00,23,1.3,recording://CL00423
CL00424,AC0027,A019,Support,2026-04-28 12:00:00,10,1.0,recording://CL00424
CL00425,AC0101,A055,Sales,2025-12-27 13:00:00,18,2.7,recording://CL00425
CL00426,AC0064,A053,Sales,2026-08-17 12:00:00,20,1.5,recording://CL00426
CL00427,AC0046,A055,Sales,2026-02-20 17:00:00,9,2.8,recording://CL00427
CL00428,AC0070,A027,Support,2026-02-23 14:00:00,6,1.0,recording://CL00428
CL00429,AC0022,A048,Sales,2026-02-23 12:00:00,12,1.7,recording://CL00429
CL00430,AC0025,A047,Sales,2025-10-15 09:00:00,27,2.0,recording://CL00430
CL00431,AC0121,A054,Sales,2026-01-08 15:00:00,6,3.1,recording://CL00431
CL00432,AC0104,A026,Support,2026-04-15 13:00:00,29,2.0,recording://CL00432
CL00433,AC0057,A055,Sales,2026-04-30 18:00:00,12,2.2,recording://CL00433
CL00434,AC0124,A027,Support,2025-10-21 08:00:00,18,2.2,recording://CL00434
CL00435,AC0049,A036,Support,2026-05-26 15:00:00,4,3.4,recording://CL00435
CL00436,AC0100,A020,Support,2025-09-11 08:00:00,19,3.1,recording://CL00436
CL00437,AC0100,A003,Support,2025-12-06 08:00:00,18,1.3,recording://CL00437
CL00438,AC0114,A054,Sales,2025-11-23 08:00:00,21,2.9,recording://CL00438
CL00439,AC0047,A044,Sales,2025-12-12 19:00:00,20,2.6,recording://CL00439
CL00440,AC0104,A056,Sales,2025-12-24 19:00:00,11,1.8,recording://CL00440
CL00441,AC0015,A045,Sales,2025-09-26 10:00:00,14,2.4,recording://CL00441
CL00442,AC0126,A040,Sales,2026-01-19 12:00:00,12,1.2,recording://CL00442
CL00443,AC0037,A048,Sales,2026-08-22 19:00:00,26,3.1,recording://CL00443
CL00444,AC0150,A006,Support,2025-11-04 08:00:00,17,2.5,recording://CL00444
CL00445,AC0137,A046,Sales,2026-08-17 17:00:00,17,1.3,recording://CL00445
CL00446,AC0125,A049,Sales,2026-02-15 13:00:00,20,2.9,recording://CL00446
CL00447,AC0087,A011,Support,2025-09-16 10:00:00,12,0.9,recording://CL00447
CL00448,AC0025,A052,Sales,2026-06-07 14:00:00,28,3.9,recording://CL00448
CL00449,AC0006,A055,Sales,2026-06-13 09:00:00,29,2.5,recording://CL00449
CL00450,AC0004,A001,Support,2026-06-13 16:00:00,15,1.9,recording://CL00450
CL00451,AC0102,A024,Support,2026-01-14 19:00:00,22,1.1,recording://CL00451
CL00452,AC0111,A052,Sales,2025-12-29 11:00:00,28,0.0,recording://CL00452
CL00453,AC0071,A026,Support,2025-12-28 16:00:00,25,2.4,recording://CL00453
CL00454,AC0094,A054,Sales,2026-08-08 13:00:00,2,1.8,recording://CL00454
CL00455,AC0080,A053,Sales,2026-07-13 17:00:00,15,3.0,recording://CL00455
CL00456,AC0086,A037,Support,2025-12-16 16:00:00,15,1.6,recording://CL00456
CL00457,AC0107,A050,Sales,2026-08-25 13:00:00,15,1.5,recording://CL00457
CL00458,AC0065,A033,Support,2025-12-22 11:00:00,19,1.9,recording://CL00458
CL00459,AC0140,A051,Sales,2026-05-14 09:00:00,8,1.6,recording://CL00459
CL00460,AC0075,A038,Support,2026-05-20 13:00:00,17,0.0,recording://CL00460
CL00461,AC0126,A038,Support,2026-01-19 10:00:00,14,2.0,recording://CL00461
CL00462,AC0105,A040,Sales,2026-01-17 18:00:00,14,3.8,recording://CL00462
CL00463,AC0042,A050,Sales,2025-11-08 11:00:00,9,0.7,recording://CL00463
CL00464,AC0126,A051,Sales,2026-04-08 17:00:00,7,2.7,recording://CL00464
CL00465,AC0075,A001,Support,2026-06-17 13:00:00,17,1.8,recording://CL00465
CL00466,AC0075,A044,Sales,2025-12-02 16:00:00,19,1.6,recording://CL00466
CL00467,AC0068,A028,Support,2025-11-09 13:00:00,20,2.1,recording://CL00467
CL00468,AC0032,A042,Sales,2026-08-03 18:00:00,11,2.2,recording://CL00468
CL00469,AC0103,A053,Sales,2025-09-03 14:00:00,7,2.2,recording://CL00469
CL00470,AC0021,A039,Sales,2025-11-27 18:00:00,10,0.0,recording://CL00470
CL00471,AC0030,A055,Sales,2026-08-06 10:00:00,22,1.6,recording://CL00471
CL00472,AC0046,A048,Sales,2026-06-02 08:00:00,16,1.7,recording://CL00472
CL00473,AC0150,A023,Support,2026-06-25 19:00:00,11,1.5,recording://CL00473
CL00474,AC0086,A055,Sales,2026-01-30 19:00:00,15,2.3,recording://CL00474
CL00475,AC0113,A045,Sales,2026-04-21 11:00:00,15,1.6,recording://CL00475
CL00476,AC0003,A047,Sales,2026-07-03 09:00:00,15,2.0,recording://CL00476
CL00477,AC0089,A047,Sales,2025-11-15 08:00:00,8,0.9,recording://CL00477
CL00478,AC0117,A027,Support,2026-04-12 18:00:00,11,1.1,recording://CL00478
CL00479,AC0105,A010,Support,2026-08-11 12:00:00,13,1.2,recording://CL00479
CL00480,AC0080,A026,Support,2026-07-17 13:00:00,7,2.3,recording://CL00480
CL00481,AC0018,A047,Sales,2025-09-15 19:00:00,20,1.9,recording://CL00481
CL00482,AC0047,A012,Support,2025-12-11 09:00:00,11,1.2,recording://CL00482
CL00483,AC0047,A041,Sales,2026-07-24 17:00:00,10,1.8,recording://CL00483
CL00484,AC0112,A008,Support,2026-07-24 18:00:00,12,1.4,recording://CL00484
CL00485,AC0068,A047,Sales,2026-01-29 08:00:00,3,0.8,recording://CL00485
CL00486,AC0126,A028,Support,2026-01-30 12:00:00,20,1.4,recording://CL00486
CL00487,AC0067,A014,Support,2026-06-17 08:00:00,28,1.7,recording://CL00487
CL00488,AC0084,A023,Support,2026-07-27 16:00:00,11,1.0,recording://CL00488
CL00489,AC0018,A035,Support,2026-08-22 13:00:00,10,1.8,recording://CL00489
CL00490,AC0030,A002,Support,2025-12-24 14:00:00,9,2.2,recording://CL00490
CL00491,AC0042,A029,Support,2026-07-27 15:00:00,6,0.4,recording://CL00491
CL00492,AC0121,A048,Sales,2026-06-01 14:00:00,18,1.8,recording://CL00492
CL00493,AC0066,A011,Support,2025-11-07 17:00:00,22,1.3,recording://CL00493
CL00494,AC0133,A049,Sales,2026-04-30 15:00:00,9,2.0,recording://CL00494
CL00495,AC0015,A055,Sales,2025-09-28 10:00:00,13,2.6,recording://CL00495
CL00496,AC0085,A041,Sales,2025-09-04 18:00:00,19,0.3,recording://CL00496
CL00497,AC0096,A021,Support,2026-06-11 11:00:00,16,0.5,recording://CL00497
CL00498,AC0087,A055,Sales,2025-09-27 19:00:00,23,1.1,recording://CL00498
CL00499,AC0099,A034,Support,2026-03-08 10:00:00,16,1.2,recording://CL00499
CL00500,AC0133,A051,Sales,2025-12-26 09:00:00,13,1.8,recording://CL00500
CL00501,AC0101,A050,Sales,2026-03-18 10:00:00,23,1.7,recording://CL00501
CL00502,AC0059,A026,Support,2025-11-18 18:00:00,25,1.1,recording://CL00502
CL00503,AC0124,A048,Sales,2026-02-20 12:00:00,19,2.1,recording://CL00503
CL00504,AC0150,A038,Support,2026-03-23 10:00:00,15,1.3,recording://CL00504
CL00505,AC0057,A042,Sales,2026-02-08 16:00:00,21,0.0,recording://CL00505
CL00506,AC0053,A041,Sales,2026-04-24 14:00:00,12,1.2,recording://CL00506
CL00507,AC0100,A043,Sales,2026-02-11 13:00:00,6,1.9,recording://CL00507
CL00508,AC0046,A046,Sales,2026-07-27 18:00:00,23,0.4,recording://CL00508
CL00509,AC0126,A010,Support,2025-10-26 11:00:00,14,1.0,recording://CL00509
CL00510,AC0061,A054,Sales,2026-08-01 14:00:00,11,1.6,recording://CL00510
CL00511,AC0080,A018,Support,2025-09-12 10:00:00,17,0.6,recording://CL00511
CL00512,AC0099,A051,Sales,2025-11-03 19:00:00,8,1.9,recording://CL00512
CL00513,AC0047,A047,Sales,2025-10-13 12:00:00,17,1.6,recording://CL00513
CL00514,AC0140,A050,Sales,2026-08-14 12:00:00,17,2.7,recording://CL00514
CL00515,AC0060,A041,Sales,2026-07-30 10:00:00,6,1.5,recording://CL00515
CL00516,AC0008,A055,Sales,2025-10-09 13:00:00,11,2.0,recording://CL00516
CL00517,AC0053,A031,Support,2026-03-06 13:00:00,19,1.4,recording://CL00517
CL00518,AC0066,A055,Sales,2025-09-24 14:00:00,7,0.2,recording://CL00518
CL00519,AC0092,A049,Sales,2026-07-07 10:00:00,21,1.8,recording://CL00519
CL00520,AC0085,A037,Support,2025-11-19 10:00:00,13,2.0,recording://CL00520
CL00521,AC0057,A048,Sales,2026-01-25 08:00:00,16,2.9,recording://CL00521
CL00522,AC0068,A018,Support,2026-08-27 09:00:00,39,1.0,recording://CL00522
CL00523,AC0129,A050,Sales,2025-10-18 14:00:00,9,3.4,recording://CL00523
CL00524,AC0030,A045,Sales,2026-07-07 13:00:00,8,0.0,recording://CL00524
CL00525,AC0141,A042,Sales,2026-08-03 10:00:00,19,0.2,recording://CL00525
CL00526,AC0010,A012,Support,2025-12-16 15:00:00,15,0.7,recording://CL00526
CL00527,AC0056,A010,Support,2026-08-24 16:00:00,14,2.5,recording://CL00527
CL00528,AC0092,A042,Sales,2025-12-03 13:00:00,22,1.2,recording://CL00528
CL00529,AC0056,A047,Sales,2026-07-09 18:00:00,12,1.5,recording://CL00529
CL00530,AC0064,A024,Support,2025-09-23 18:00:00,12,2.1,recording://CL00530
CL00531,AC0090,A046,Sales,2026-02-19 08:00:00,16,0.3,recording://CL00531
CL00532,AC0085,A055,Sales,2025-11-16 09:00:00,9,1.9,recording://CL00532
CL00533,AC0095,A042,Sales,2025-11-01 14:00:00,21,1.9,recording://CL00533
CL00534,AC0095,A043,Sales,2025-12-29 10:00:00,12,1.4,recording://CL00534
CL00535,AC0140,A055,Sales,2026-02-10 18:00:00,6,2.3,recording://CL00535
CL00536,AC0147,A044,Sales,2025-10-30 16:00:00,11,0.9,recording://CL00536
CL00537,AC0078,A041,Sales,2026-07-18 18:00:00,15,0.4,recording://CL00537
CL00538,AC0114,A055,Sales,2026-05-23 15:00:00,30,2.8,recording://CL00538
CL00539,AC0099,A005,Support,2026-05-25 09:00:00,12,3.9,recording://CL00539
CL00540,AC0120,A037,Support,2025-11-02 13:00:00,36,0.3,recording://CL00540
CL00541,AC0142,A024,Support,2026-06-16 08:00:00,13,3.0,recording://CL00541
CL00542,AC0058,A042,Sales,2025-09-29 08:00:00,20,2.0,recording://CL00542
CL00543,AC0073,A047,Sales,2025-09-19 12:00:00,20,2.5,recording://CL00543
CL00544,AC0047,A049,Sales,2026-08-20 11:00:00,8,2.9,recording://CL00544
CL00545,AC0150,A042,Sales,2026-07-06 16:00:00,5,0.3,recording://CL00545
CL00546,AC0127,A034,Support,2025-09-22 12:00:00,7,2.5,recording://CL00546
CL00547,AC0046,A020,Support,2026-05-08 16:00:00,25,2.0,recording://CL00547
CL00548,AC0140,A046,Sales,2025-09-22 14:00:00,14,0.2,recording://CL00548
CL00549,AC0071,A051,Sales,2025-11-06 19:00:00,8,0.9,recording://CL00549
CL00550,AC0068,A055,Sales,2026-01-12 09:00:00,34,2.5,recording://CL00550
CL00551,AC0087,A033,Support,2025-09-26 19:00:00,16,1.7,recording://CL00551
CL00552,AC0117,A055,Sales,2026-07-22 18:00:00,17,1.2,recording://CL00552
CL00553,AC0075,A055,Sales,2025-09-28 08:00:00,11,1.1,recording://CL00553
CL00554,AC0015,A022,Support,2025-11-24 14:00:00,15,0.9,recording://CL00554
CL00555,AC0099,A039,Sales,2026-08-26 11:00:00,17,2.1,recording://CL00555
CL00556,AC0085,A041,Sales,2026-02-01 14:00:00,14,1.1,recording://CL00556
CL00557,AC0094,A044,Sales,2026-07-02 14:00:00,25,1.4,recording://CL00557
CL00558,AC0014,A024,Support,2025-11-12 12:00:00,5,3.1,recording://CL00558
CL00559,AC0025,A007,Support,2025-09-30 17:00:00,8,2.3,recording://CL00559
CL00560,AC0134,A031,Support,2026-03-02 08:00:00,26,0.5,recording://CL00560
CL00561,AC0024,A008,Support,2025-09-14 13:00:00,10,2.3,recording://CL00561
CL00562,AC0004,A012,Support,2026-05-26 12:00:00,4,1.1,recording://CL00562
CL00563,AC0143,A033,Support,2026-04-05 17:00:00,9,1.7,recording://CL00563
CL00564,AC0126,A048,Sales,2026-04-26 10:00:00,12,3.7,recording://CL00564
CL00565,AC0034,A051,Sales,2026-01-05 10:00:00,9,3.1,recording://CL00565
CL00566,AC0062,A049,Sales,2025-09-02 14:00:00,6,2.3,recording://CL00566
CL00567,AC0140,A039,Sales,2026-03-25 13:00:00,18,1.7,recording://CL00567
CL00568,AC0061,A031,Support,2026-07-12 13:00:00,13,0.0,recording://CL00568
CL00569,AC0034,A055,Sales,2026-04-16 13:00:00,9,2.0,recording://CL00569
CL00570,AC0011,A032,Support,2026-07-30 14:00:00,16,1.6,recording://CL00570
CL00571,AC0042,A027,Support,2025-12-29 18:00:00,6,2.0,recording://CL00571
CL00572,AC0029,A051,Sales,2026-04-26 12:00:00,21,1.1,recording://CL00572
CL00573,AC0117,A026,Support,2026-07-08 12:00:00,9,2.0,recording://CL00573
CL00574,AC0041,A004,Support,2026-01-03 12:00:00,8,2.6,recording://CL00574
CL00575,AC0085,A005,Support,2025-09-11 15:00:00,8,2.0,recording://CL00575
CL00576,AC0140,A048,Sales,2025-11-21 12:00:00,12,3.3,recording://CL00576
CL00577,AC0100,A015,Support,2025-09-23 14:00:00,32,2.9,recording://CL00577
CL00578,AC0074,A016,Support,2026-03-12 11:00:00,11,1.6,recording://CL00578
CL00579,AC0077,A056,Sales,2026-03-09 17:00:00,9,3.2,recording://CL00579
CL00580,AC0140,A046,Sales,2026-04-08 14:00:00,18,2.1,recording://CL00580
CL00581,AC0037,A036,Support,2026-07-25 16:00:00,7,1.2,recording://CL00581
CL00582,AC0017,A040,Sales,2026-07-25 13:00:00,5,2.6,recording://CL00582
CL00583,AC0124,A022,Support,2025-09-05 19:00:00,20,2.1,recording://CL00583
CL00584,AC0026,A037,Support,2025-09-04 13:00:00,18,1.7,recording://CL00584
CL00585,AC0063,A044,Sales,2026-01-21 10:00:00,24,0.2,recording://CL00585
CL00586,AC0053,A055,Sales,2026-06-14 08:00:00,14,0.8,recording://CL00586
CL00587,AC0035,A019,Support,2025-11-03 13:00:00,9,1.7,recording://CL00587
CL00588,AC0101,A053,Sales,2025-09-10 12:00:00,12,2.4,recording://CL00588
CL00589,AC0056,A039,Sales,2026-05-12 09:00:00,9,2.5,recording://CL00589
CL00590,AC0053,A051,Sales,2026-07-05 10:00:00,12,2.5,recording://CL00590
CL00591,AC0092,A045,Sales,2025-12-09 10:00:00,13,1.6,recording://CL00591
CL00592,AC0053,A039,Sales,2026-08-11 13:00:00,12,3.0,recording://CL00592
CL00593,AC0121,A052,Sales,2026-08-23 15:00:00,34,3.3,recording://CL00593
CL00594,AC0088,A048,Sales,2025-11-16 17:00:00,15,3.1,recording://CL00594
CL00595,AC0090,A033,Support,2026-01-08 19:00:00,22,2.3,recording://CL00595
CL00596,AC0117,A052,Sales,2025-09-18 17:00:00,11,2.9,recording://CL00596
CL00597,AC0047,A054,Sales,2026-07-14 09:00:00,17,1.5,recording://CL00597
CL00598,AC0117,A055,Sales,2025-12-12 11:00:00,7,1.0,recording://CL00598
CL00599,AC0018,A040,Sales,2025-10-18 10:00:00,10,0.3,recording://CL00599
CL00600,AC0092,A023,Support,2025-09-12 14:00:00,17,1.0,recording://CL00600
CL00601,AC0027,A019,Support,2025-10-07 19:00:00,8,2.3,recording://CL00601
CL00602,AC0065,A027,Support,2025-09-28 11:00:00,16,1.4,recording://CL00602
CL00603,AC0008,A052,Sales,2025-11-22 16:00:00,11,3.4,recording://CL00603
CL00604,AC0118,A046,Sales,2026-06-12 14:00:00,12,2.4,recording://CL00604
CL00605,AC0090,A052,Sales,2026-07-26 09:00:00,16,2.6,recording://CL00605
CL00606,AC0006,A039,Sales,2025-10-10 14:00:00,11,1.1,recording://CL00606
CL00607,AC0137,A048,Sales,2026-01-09 14:00:00,18,2.2,recording://CL00607
CL00608,AC0071,A020,Support,2025-12-25 19:00:00,6,4.2,recording://CL00608
CL00609,AC0117,A056,Sales,2026-05-15 12:00:00,7,1.1,recording://CL00609
CL00610,AC0100,A046,Sales,2026-03-12 18:00:00,10,1.1,recording://CL00610
CL00611,AC0021,A035,Support,2026-04-26 11:00:00,20,3.1,recording://CL00611
CL00612,AC0138,A015,Support,2026-06-13 16:00:00,11,2.4,recording://CL00612
CL00613,AC0057,A047,Sales,2026-01-29 08:00:00,12,2.9,recording://CL00613
CL00614,AC0061,A041,Sales,2025-09-15 17:00:00,6,2.2,recording://CL00614
CL00615,AC0069,A055,Sales,2026-02-15 19:00:00,16,2.3,recording://CL00615
CL00616,AC0144,A050,Sales,2026-04-05 18:00:00,18,2.2,recording://CL00616
CL00617,AC0004,A052,Sales,2026-05-20 15:00:00,22,1.5,recording://CL00617
CL00618,AC0006,A055,Sales,2026-02-07 17:00:00,22,0.4,recording://CL00618
CL00619,AC0093,A026,Support,2026-06-10 14:00:00,11,0.9,recording://CL00619
CL00620,AC0074,A026,Support,2026-03-10 11:00:00,20,0.3,recording://CL00620
CL00621,AC0127,A040,Sales,2025-12-21 15:00:00,15,3.1,recording://CL00621
CL00622,AC0030,A042,Sales,2025-11-05 14:00:00,13,0.6,recording://CL00622
CL00623,AC0020,A044,Sales,2026-02-14 15:00:00,13,1.6,recording://CL00623
CL00624,AC0064,A039,Sales,2026-06-05 19:00:00,36,1.6,recording://CL00624
CL00625,AC0015,A014,Support,2026-01-13 12:00:00,9,3.5,recording://CL00625
CL00626,AC0067,A015,Support,2026-05-30 17:00:00,9,2.6,recording://CL00626
CL00627,AC0102,A001,Support,2025-09-28 17:00:00,9,1.6,recording://CL00627
CL00628,AC0134,A033,Support,2026-03-04 11:00:00,18,3.3,recording://CL00628
CL00629,AC0101,A055,Sales,2026-06-06 16:00:00,11,2.3,recording://CL00629
CL00630,AC0006,A047,Sales,2026-07-03 19:00:00,11,3.0,recording://CL00630
CL00631,AC0132,A055,Sales,2026-01-11 10:00:00,9,1.1,recording://CL00631
CL00632,AC0065,A056,Sales,2026-08-24 14:00:00,22,1.4,recording://CL00632
CL00633,AC0148,A025,Support,2025-12-03 13:00:00,13,2.7,recording://CL00633
CL00634,AC0085,A050,Sales,2026-01-13 08:00:00,30,1.2,recording://CL00634
CL00635,AC0092,A043,Sales,2026-04-23 10:00:00,47,1.5,recording://CL00635
CL00636,AC0090,A055,Sales,2025-12-28 12:00:00,18,2.6,recording://CL00636
CL00637,AC0004,A010,Support,2025-12-16 12:00:00,15,1.3,recording://CL00637
CL00638,AC0016,A045,Sales,2026-01-11 08:00:00,11,1.7,recording://CL00638
CL00639,AC0017,A049,Sales,2026-06-15 19:00:00,12,2.7,recording://CL00639
