qa_review_id,ticket_id,agent_id,account_id,review_date,communication,resolution,accuracy,process_adherence,documentation,ownership,critical_failure,overall_score,agent_controlled
QA00244,TK01998,A010,AC0100,2026-03-28,3.7,5.0,4.9,5.0,4.0,5.0,0,91.9,1
QA00245,TK02233,A017,AC0105,2026-04-22,4.6,4.1,4.7,4.0,3.5,5.0,0,86.6,1
QA00246,TK00976,A018,AC0105,2025-12-10,3.6,4.6,3.7,3.6,4.8,4.0,0,80.9,1
QA00247,TK01708,A017,AC0071,2026-02-28,4.1,3.1,4.3,3.8,4.8,5.0,0,83.5,1
QA00248,TK00950,A004,AC0080,2025-12-07,3.5,4.4,4.8,3.2,4.2,3.5,0,79.0,1
QA00249,TK00287,A003,AC0071,2025-10-04,4.0,2.9,5.0,4.5,2.7,2.6,0,72.1,1
QA00250,TK02831,A007,AC0140,2026-06-15,4.9,3.9,3.6,4.7,3.4,5.0,0,85.3,1
QA00251,TK03312,A014,AC0123,2026-08-06,4.4,1.8,4.8,4.2,3.4,5.0,0,78.4,0
QA00252,TK01348,A021,AC0096,2026-01-19,4.6,3.8,3.7,4.2,2.7,2.4,0,71.4,1
QA00253,TK00279,A034,AC0018,2025-10-04,4.5,4.2,4.0,4.8,3.7,3.5,0,82.2,1
QA00254,TK01531,A024,AC0047,2026-02-09,4.7,3.9,4.1,4.8,3.5,4.7,0,85.4,1
QA00255,TK01539,A026,AC0018,2026-02-10,5.0,2.7,3.7,4.2,3.8,4.4,0,79.0,1
QA00256,TK00189,A030,AC0025,2025-09-23,5.0,3.6,4.4,4.0,4.7,5.0,0,89.1,1
QA00257,TK03324,A005,AC0085,2026-08-06,3.9,4.5,4.4,3.8,4.3,4.5,0,85.0,1
QA00258,TK03297,A013,AC0146,2026-08-03,4.2,4.4,4.5,4.0,4.1,2.6,0,79.1,1
QA00259,TK00890,A014,AC0049,2025-11-30,5.0,4.1,4.5,4.1,4.2,4.3,0,87.1,1
QA00260,TK02641,A004,AC0051,2026-05-31,4.7,5.0,3.3,4.0,4.8,4.6,0,88.0,1
QA00261,TK01222,A031,AC0040,2026-01-05,5.0,3.8,3.6,3.8,3.8,3.4,0,78.2,1
QA00262,TK00664,A034,AC0090,2025-11-08,4.4,3.1,5.0,4.0,4.9,5.0,0,88.2,1
QA00263,TK02504,A008,AC0093,2026-05-16,3.5,2.8,4.5,3.8,3.5,4.0,0,74.1,0
QA00264,TK00491,A026,AC0147,2025-10-24,4.3,3.4,3.9,4.3,3.9,3.8,0,78.5,1
QA00265,TK02475,A010,AC0121,2026-05-14,2.9,4.5,4.0,3.0,4.8,5.0,0,80.7,1
QA00266,TK00715,A029,AC0062,2025-11-12,4.4,2.0,5.0,3.5,4.0,4.3,0,77.3,1
QA00267,TK03479,A027,AC0041,2026-08-24,3.7,4.2,3.9,4.4,4.7,3.7,0,81.8,1
QA00268,TK03116,A026,AC0062,2026-07-15,4.8,3.0,3.6,5.0,2.5,3.1,0,73.5,1
QA00269,TK03327,A038,AC0125,2026-08-07,3.5,5.0,5.0,4.1,4.4,2.6,0,82.4,1
QA00270,TK00152,A030,AC0001,2025-09-18,4.4,4.2,4.9,3.8,5.0,5.0,0,90.9,1
QA00271,TK00153,A028,AC0015,2025-09-18,4.9,5.0,4.3,4.3,5.0,3.8,0,90.9,1
QA00272,TK01437,A016,AC0099,2026-01-29,4.0,3.6,3.6,5.0,3.9,4.4,0,81.6,1
QA00273,TK00975,A019,AC0130,2025-12-09,3.6,4.0,3.3,3.7,3.0,5.0,0,75.2,1
QA00274,TK00250,A004,AC0050,2025-09-29,3.8,2.6,5.0,3.3,3.8,3.6,0,73.5,1
QA00275,TK02300,A016,AC0090,2026-04-27,3.9,3.3,4.1,3.5,2.6,4.0,0,71.4,1
QA00276,TK01371,A037,AC0109,2026-01-22,4.2,1.8,4.8,4.2,4.4,4.1,0,78.3,1
QA00277,TK03481,A009,AC0090,2026-08-24,4.6,3.2,4.1,5.0,3.4,4.1,0,81.6,1
QA00278,TK01736,A031,AC0113,2026-03-03,3.7,3.6,3.9,4.4,3.3,3.7,0,75.4,1
QA00279,TK02639,A018,AC0008,2026-05-31,4.0,4.3,5.0,4.4,4.6,5.0,0,90.8,1
QA00280,TK02167,A005,AC0025,2026-04-15,4.6,3.1,4.0,3.5,3.6,3.5,0,74.4,1
QA00281,TK03031,A032,AC0114,2026-07-05,3.5,3.3,4.9,5.0,4.0,3.6,0,81.2,1
QA00282,TK02179,A011,AC0065,2026-04-16,3.6,3.3,4.0,5.0,4.7,4.0,0,82.1,1
QA00283,TK00579,A033,AC0052,2025-11-01,4.6,5.0,4.2,4.0,2.7,4.0,0,82.0,1
QA00284,TK02429,A016,AC0048,2026-05-10,4.5,3.8,4.5,4.3,3.9,3.5,0,81.6,1
QA00285,TK03425,A009,AC0075,2026-08-18,5.0,2.4,4.6,4.6,3.4,4.3,0,81.2,1
QA00286,TK00431,A015,AC0142,2025-10-18,4.6,4.6,4.1,4.0,4.0,3.8,0,83.8,1
QA00287,TK01156,A028,AC0057,2025-12-28,3.7,4.1,4.5,3.4,4.8,3.1,0,78.6,1
QA00288,TK00804,A001,AC0040,2025-11-21,4.1,2.5,3.8,3.8,3.4,2.8,0,68.0,1
QA00289,TK03224,A003,AC0005,2026-07-26,4.4,3.4,4.3,4.6,3.6,4.5,0,82.2,1
QA00290,TK01042,A014,AC0105,2025-12-16,4.3,3.3,4.3,2.9,3.3,4.1,0,73.7,1
QA00291,TK00526,A016,AC0053,2025-10-28,3.4,1.8,3.3,3.8,3.7,3.6,0,65.4,1
QA00292,TK01087,A003,AC0134,2025-12-20,4.6,3.8,2.5,5.0,4.8,3.2,0,80.1,1
QA00293,TK01965,A015,AC0013,2026-03-25,4.9,4.7,3.9,4.2,4.7,4.8,0,91.0,1
QA00294,TK02092,A008,AC0060,2026-04-07,5.0,4.2,5.0,4.7,1.7,4.0,0,82.3,1
QA00295,TK00221,A037,AC0082,2025-09-26,4.9,2.7,4.5,3.6,4.4,3.9,0,79.9,1
QA00296,TK02206,A038,AC0065,2026-04-19,4.3,3.2,3.9,5.0,4.6,4.6,0,85.5,1
QA00297,TK02668,A032,AC0037,2026-06-02,4.1,4.5,4.5,4.2,3.8,4.1,0,83.9,1
QA00298,TK01980,A001,AC0086,2026-03-26,4.4,4.3,3.7,3.5,3.6,4.3,0,79.0,1
QA00299,TK03350,A037,AC0130,2026-08-09,4.8,5.0,4.2,2.7,2.8,4.7,0,81.0,1
QA00300,TK01440,A008,AC0116,2026-01-29,4.1,3.7,4.0,3.3,5.0,4.2,0,80.8,1
QA00301,TK03214,A005,AC0147,2026-07-25,3.9,2.8,5.0,4.9,4.5,4.4,0,85.1,0
QA00302,TK01921,A036,AC0047,2026-03-21,4.8,3.6,3.1,4.2,4.4,4.1,0,80.6,1
QA00303,TK00504,A009,AC0047,2025-10-26,4.3,4.1,4.2,3.5,3.3,3.7,1,59.0,1
QA00304,TK01576,A008,AC0130,2026-02-13,5.0,4.6,5.0,4.2,4.7,3.2,0,89.0,1
QA00305,TK03197,A034,AC0066,2026-07-23,4.7,4.4,5.0,3.9,3.6,4.3,0,86.3,1
QA00306,TK01059,A030,AC0142,2025-12-18,3.1,5.0,3.4,4.5,2.8,3.1,0,73.2,1
QA00307,TK01815,A037,AC0028,2026-03-11,3.2,3.0,3.9,4.6,4.2,4.0,0,76.3,1
QA00308,TK00970,A018,AC0088,2025-12-09,3.9,4.1,4.4,4.4,4.7,3.7,0,84.1,1
QA00309,TK02988,A029,AC0094,2026-06-30,4.9,3.8,4.2,4.8,2.2,3.4,0,77.9,1
QA00310,TK01080,A007,AC0104,2025-12-20,3.9,3.7,4.1,4.8,4.8,3.6,0,83.2,1
QA00311,TK00020,A032,AC0099,2025-09-02,4.9,2.8,4.1,2.7,3.7,4.6,0,75.6,1
QA00312,TK00611,A005,AC0003,2025-11-04,4.4,3.3,4.0,3.9,4.7,3.8,0,80.2,1
QA00313,TK00211,A024,AC0087,2025-09-25,3.4,2.2,3.9,5.0,3.3,3.6,0,71.5,1
QA00314,TK00181,A022,AC0141,2025-09-21,4.1,3.8,3.7,4.1,5.0,5.0,0,85.8,1
QA00315,TK01801,A035,AC0126,2026-03-10,4.7,4.6,4.4,3.7,5.0,3.6,0,86.5,1
QA00316,TK01183,A006,AC0030,2025-12-31,4.3,3.9,3.2,3.2,5.0,3.6,0,77.5,1
QA00317,TK00688,A008,AC0027,2025-11-11,4.0,4.3,5.0,3.5,4.2,4.3,0,84.6,1
QA00318,TK01800,A009,AC0100,2026-03-10,4.1,4.2,3.1,3.5,5.0,5.0,0,83.0,1
QA00319,TK01369,A013,AC0060,2026-01-22,4.4,3.7,3.9,4.6,3.5,3.6,0,79.6,1
QA00320,TK01816,A029,AC0099,2026-03-12,4.7,4.1,4.4,4.2,4.2,3.3,0,83.0,1
QA00321,TK02399,A023,AC0135,2026-05-07,3.9,4.1,4.2,3.9,4.4,4.3,0,82.9,1
QA00322,TK02377,A005,AC0087,2026-05-04,4.0,3.7,4.3,3.5,4.6,1.9,0,73.6,1
QA00323,TK02751,A016,AC0100,2026-06-09,5.0,4.0,3.7,4.1,4.1,3.8,0,82.1,1
QA00324,TK00283,A024,AC0015,2025-10-04,4.2,3.3,3.0,3.5,3.7,3.1,0,69.0,1
QA00325,TK02959,A014,AC0053,2026-06-28,4.2,4.0,3.8,4.5,4.5,4.0,0,83.5,1
QA00326,TK03401,A033,AC0140,2026-08-14,4.1,4.5,3.6,4.3,4.9,4.2,0,85.5,1
QA00327,TK01784,A007,AC0123,2026-03-08,4.5,4.2,4.0,3.5,5.0,5.0,0,87.6,1
QA00328,TK02583,A012,AC0042,2026-05-26,5.0,2.8,4.1,4.4,3.5,4.0,0,79.4,1
QA00329,TK00509,A012,AC0008,2025-10-26,3.4,3.5,4.6,4.8,5.0,4.2,1,59.0,1
QA00330,TK01778,A004,AC0100,2026-03-08,4.0,3.5,3.7,2.3,3.3,4.4,0,70.1,1
QA00331,TK02428,A023,AC0030,2026-05-10,4.2,3.4,3.5,3.4,3.1,4.3,0,72.9,1
QA00332,TK03393,A033,AC0066,2026-08-13,3.9,3.8,4.4,4.1,5.0,5.0,0,87.4,1
QA00333,TK00423,A001,AC0014,2025-10-18,4.8,2.6,3.3,3.8,3.9,3.6,0,73.3,1
QA00334,TK00631,A009,AC0050,2025-11-06,4.6,5.0,5.0,3.6,3.1,4.7,0,86.7,1
QA00335,TK00847,A004,AC0041,2025-11-26,4.2,3.9,4.3,4.3,4.2,5.0,0,86.1,1
QA00336,TK02606,A019,AC0056,2026-05-28,3.9,4.3,4.4,3.0,3.0,3.9,0,74.9,1
QA00337,TK02659,A015,AC0133,2026-06-02,4.1,3.2,4.9,4.5,4.2,5.0,0,86.5,1
QA00338,TK00073,A017,AC0104,2025-09-08,5.0,4.8,5.0,5.0,2.5,4.0,0,87.8,1
QA00339,TK02503,A023,AC0102,2026-05-16,3.1,4.2,4.2,4.4,4.1,4.7,0,82.2,1
QA00340,TK03240,A014,AC0114,2026-07-28,4.3,4.8,3.3,4.9,4.1,4.5,0,86.3,1
QA00341,TK02683,A038,AC0054,2026-06-04,3.8,2.9,3.6,4.4,3.8,3.8,0,74.4,1
QA00342,TK01146,A030,AC0046,2025-12-27,4.9,4.7,3.5,4.5,3.1,4.8,0,85.0,1
QA00343,TK01668,A031,AC0064,2026-02-24,3.3,4.8,3.9,4.6,4.1,4.2,0,83.2,1
QA00344,TK00978,A028,AC0114,2025-12-10,5.0,5.0,3.4,3.8,4.0,3.3,0,81.7,1
QA00345,TK02209,A007,AC0088,2026-04-19,4.4,2.8,3.1,3.6,5.0,5.0,0,79.5,1
QA00346,TK02945,A020,AC0013,2026-06-26,3.8,3.6,3.5,3.7,4.5,3.8,0,76.3,1
QA00347,TK02065,A015,AC0066,2026-04-03,4.6,5.0,4.3,4.7,3.7,4.3,0,88.5,1
QA00348,TK01108,A020,AC0087,2025-12-23,3.8,4.0,4.2,3.8,3.0,3.6,0,74.4,1
QA00349,TK02797,A012,AC0105,2026-06-12,4.3,3.3,4.6,4.2,2.9,3.7,0,76.8,1
QA00350,TK01487,A017,AC0030,2026-02-04,3.8,3.2,4.8,5.0,4.4,2.8,0,79.8,1
QA00351,TK00977,A027,AC0008,2025-12-10,4.0,3.9,5.0,4.6,4.1,4.5,0,87.0,1
QA00352,TK03475,A003,AC0065,2026-08-23,4.9,3.3,3.6,3.6,2.7,3.9,0,73.4,1
QA00353,TK01171,A026,AC0136,2025-12-30,3.8,2.3,5.0,2.4,4.9,3.4,0,72.9,1
QA00354,TK00105,A002,AC0143,2025-09-12,4.1,4.3,3.9,3.7,3.7,4.0,0,79.2,1
QA00355,TK02298,A013,AC0129,2026-04-27,4.2,3.9,3.6,3.7,3.7,2.5,1,59.0,1
QA00356,TK02134,A003,AC0147,2026-04-12,4.5,3.5,3.1,3.8,4.1,4.6,0,79.0,1
QA00357,TK02308,A038,AC0018,2026-04-28,4.3,1.6,3.8,5.0,3.0,5.0,0,75.7,0
QA00358,TK00965,A030,AC0024,2025-12-08,3.2,3.4,3.5,4.5,3.0,3.7,0,70.9,1
QA00359,TK03069,A012,AC0061,2026-07-09,4.5,4.4,3.2,5.0,3.6,4.0,0,82.1,1
QA00360,TK01794,A014,AC0068,2026-03-10,3.5,4.0,5.0,4.8,4.0,3.1,0,81.3,1
QA00361,TK01745,A019,AC0101,2026-03-04,4.3,4.7,4.2,4.5,3.9,5.0,0,88.4,1
QA00362,TK01599,A032,AC0132,2026-02-15,3.7,3.5,3.5,3.4,5.0,3.9,0,76.5,1
QA00363,TK00589,A034,AC0121,2025-11-02,3.3,3.4,5.0,3.9,3.7,4.7,0,80.2,1
QA00364,TK03370,A006,AC0017,2026-08-11,3.4,3.0,3.4,4.0,4.0,3.2,0,70.4,1
QA00365,TK00599,A033,AC0086,2025-11-03,4.2,4.3,4.5,3.7,3.5,3.8,0,80.2,1
QA00366,TK01157,A006,AC0117,2025-12-28,3.5,1.4,4.4,5.0,3.5,4.0,0,72.5,1
QA00367,TK03364,A005,AC0123,2026-08-11,4.6,3.4,4.9,4.5,2.9,5.0,0,84.1,1
QA00368,TK00736,A007,AC0084,2025-11-14,4.2,2.7,4.7,4.6,5.0,4.9,0,86.7,1
QA00369,TK02638,A007,AC0004,2026-05-31,4.8,3.4,4.4,4.3,4.3,3.8,0,83.4,1
QA00370,TK01446,A001,AC0100,2026-01-30,5.0,4.4,3.5,3.8,4.2,5.0,0,86.3,1
QA00371,TK00140,A001,AC0137,2025-09-16,4.4,3.9,3.8,4.5,2.4,3.4,0,74.3,1
QA00372,TK02280,A005,AC0078,2026-04-25,4.3,2.3,4.2,3.7,3.9,4.1,0,75.0,1
QA00373,TK02154,A012,AC0111,2026-04-14,5.0,4.2,4.1,4.3,3.2,4.6,0,84.8,1
QA00374,TK02584,A018,AC0105,2026-05-26,3.9,3.4,4.6,3.3,3.3,3.8,0,74.6,1
QA00375,TK01767,A015,AC0132,2026-03-07,4.9,5.0,3.3,4.9,5.0,4.3,0,91.3,1
QA00376,TK00485,A009,AC0141,2025-10-23,4.3,5.0,5.0,3.7,3.1,3.7,0,82.3,1
QA00377,TK03153,A028,AC0107,2026-07-19,4.0,4.4,3.8,4.1,5.0,4.0,0,84.1,1
QA00378,TK00183,A002,AC0088,2025-09-22,4.7,3.1,2.6,4.1,4.1,3.3,0,73.0,1
QA00379,TK00971,A033,AC0011,2025-12-09,4.0,4.6,5.0,3.0,3.9,4.3,0,82.8,1
QA00380,TK03049,A016,AC0067,2026-07-08,4.2,3.8,3.8,4.1,4.7,4.5,0,83.6,1
QA00381,TK00782,A028,AC0144,2025-11-19,3.6,4.9,3.9,3.4,5.0,5.0,0,86.2,1
QA00382,TK00284,A001,AC0147,2025-10-04,3.6,3.1,4.3,4.1,4.1,4.1,0,77.4,1
QA00383,TK02656,A006,AC0050,2026-06-02,4.5,3.7,5.0,5.0,5.0,4.2,0,91.7,0
QA00384,TK01497,A013,AC0146,2026-02-05,4.3,4.4,4.4,2.5,2.7,4.2,0,75.4,1
QA00385,TK00576,A004,AC0008,2025-11-01,4.0,4.4,4.2,4.1,4.4,2.6,0,79.1,1
QA00386,TK03231,A033,AC0046,2026-07-27,4.3,4.5,5.0,3.5,3.8,3.5,0,81.6,1
QA00387,TK03452,A032,AC0106,2026-08-21,3.8,3.1,3.7,4.4,3.8,4.3,0,76.9,1
QA00388,TK02794,A037,AC0138,2026-06-12,3.8,4.2,5.0,5.0,4.0,3.5,0,85.2,1
QA00389,TK03273,A036,AC0054,2026-08-01,3.0,3.6,4.3,4.6,4.3,4.3,0,80.3,1
QA00390,TK00838,A016,AC0063,2025-11-25,3.4,2.6,4.8,3.9,3.4,4.7,0,76.2,1
QA00391,TK03349,A004,AC0017,2026-08-09,4.2,3.7,4.6,4.4,3.2,3.9,0,79.8,1
QA00392,TK01165,A030,AC0058,2025-12-29,3.4,3.0,4.3,2.8,3.3,4.6,0,71.3,1
QA00393,TK00931,A033,AC0029,2025-12-04,5.0,2.8,4.3,4.4,5.0,4.1,0,85.3,0
QA00394,TK00477,A033,AC0014,2025-10-23,4.4,3.7,4.5,3.5,4.3,4.4,0,82.4,1
QA00395,TK00869,A010,AC0001,2025-11-28,4.1,5.0,3.7,4.7,4.4,4.4,0,87.6,1
QA00396,TK01583,A023,AC0086,2026-02-14,4.1,4.7,4.2,4.0,4.1,3.8,0,83.1,1
QA00397,TK02460,A033,AC0086,2026-05-12,5.0,3.9,4.3,4.1,4.5,5.0,0,89.3,1
QA00398,TK01346,A001,AC0084,2026-01-18,4.7,3.7,3.8,5.0,3.6,5.0,0,85.7,1
QA00399,TK02882,A026,AC0003,2026-06-20,4.4,3.6,4.9,4.4,5.0,4.2,0,88.5,1
QA00400,TK00413,A027,AC0140,2025-10-17,4.6,2.8,4.5,4.3,4.0,5.0,0,84.2,1
QA00401,TK03142,A036,AC0048,2026-07-17,4.5,4.6,3.7,4.2,5.0,4.9,0,89.5,1
QA00402,TK02250,A034,AC0051,2026-04-23,4.3,3.2,3.3,4.4,3.1,5.0,0,77.6,1
QA00403,TK00088,A032,AC0138,2025-09-11,5.0,3.7,3.4,3.8,2.2,2.8,0,69.7,1
QA00404,TK00993,A034,AC0015,2025-12-11,4.4,3.7,3.9,3.2,3.9,4.6,0,79.2,1
QA00405,TK03237,A010,AC0095,2026-07-27,4.7,3.8,4.7,3.5,3.2,4.1,0,79.9,1
QA00406,TK01838,A009,AC0047,2026-03-13,5.0,3.1,3.7,4.1,4.4,3.1,0,78.0,1
QA00407,TK02223,A017,AC0057,2026-04-21,4.6,2.8,4.7,5.0,3.0,4.5,0,81.9,1
QA00408,TK01780,A019,AC0147,2026-03-08,4.4,2.6,3.7,4.8,3.6,3.4,0,74.8,1
QA00409,TK01658,A032,AC0018,2026-02-22,4.2,3.9,4.9,4.7,3.9,4.3,0,86.4,1
QA00410,TK02010,A034,AC0011,2026-03-29,3.7,3.4,4.0,3.7,4.6,5.0,0,82.0,1
QA00411,TK01256,A034,AC0125,2026-01-08,4.6,4.4,3.4,4.9,3.5,4.4,0,84.3,1
QA00412,TK01574,A011,AC0127,2026-02-13,5.0,3.3,3.3,4.3,5.0,4.9,0,85.9,1
QA00413,TK00051,A009,AC0132,2025-09-07,3.9,4.4,5.0,4.2,3.8,4.5,0,86.3,1
QA00414,TK01699,A008,AC0024,2026-02-27,3.2,4.9,4.7,4.1,4.6,3.3,0,82.7,1
QA00415,TK02449,A002,AC0008,2026-05-12,4.3,3.6,3.7,3.5,3.0,4.7,0,76.4,1
QA00416,TK02912,A013,AC0046,2026-06-23,4.3,4.0,3.4,4.2,3.5,4.9,0,80.7,1
QA00417,TK01074,A008,AC0132,2025-12-19,5.0,5.0,4.6,4.9,4.6,4.2,0,94.4,1
QA00418,TK02474,A006,AC0121,2026-05-14,4.6,4.0,4.5,4.6,4.1,4.6,0,88.1,1
QA00419,TK02917,A037,AC0006,2026-06-23,3.7,3.7,4.0,5.0,4.5,4.7,0,85.8,1
QA00420,TK01669,A014,AC0069,2026-02-24,4.3,4.2,4.1,4.7,2.2,5.0,0,81.5,1
QA00421,TK01126,A003,AC0051,2025-12-25,4.4,4.1,4.3,3.6,5.0,5.0,0,87.9,1
QA00422,TK00868,A017,AC0057,2025-11-28,4.8,3.2,3.9,4.5,4.6,3.4,0,81.6,1
QA00423,TK00130,A012,AC0117,2025-09-15,3.6,4.1,3.6,4.3,3.6,4.9,0,80.4,1
QA00424,TK00327,A014,AC0145,2025-10-09,3.9,2.6,4.3,5.0,4.6,5.0,0,84.3,1
QA00425,TK00486,A017,AC0113,2025-10-23,3.9,3.3,4.5,3.3,3.8,3.4,0,73.9,1
QA00426,TK03157,A036,AC0148,2026-07-19,4.6,3.7,3.8,2.9,4.6,3.1,0,75.5,1
QA00427,TK01992,A013,AC0011,2026-03-27,4.2,4.0,3.4,4.3,3.8,5.0,0,82.1,1
QA00428,TK02411,A019,AC0004,2026-05-08,4.2,3.5,4.5,2.6,3.4,3.3,0,71.9,1
QA00429,TK01005,A029,AC0085,2025-12-13,4.9,2.5,4.6,4.2,4.2,3.0,0,78.2,1
QA00430,TK00310,A003,AC0006,2025-10-07,4.7,4.0,3.3,3.8,2.0,2.8,0,68.6,1
QA00431,TK00048,A024,AC0114,2025-09-06,4.7,4.8,4.1,3.7,2.8,2.1,0,73.9,1
QA00432,TK03345,A018,AC0038,2026-08-09,4.8,4.6,2.7,4.4,3.1,4.3,0,79.8,1
QA00433,TK01974,A026,AC0132,2026-03-26,4.5,4.0,4.1,4.0,4.0,3.8,0,81.6,1
QA00434,TK02555,A003,AC0149,2026-05-22,4.4,4.7,3.7,4.5,4.1,4.9,0,87.8,1
QA00435,TK03344,A034,AC0071,2026-08-08,5.0,4.3,2.9,3.8,3.3,4.9,0,80.9,1
QA00436,TK02726,A018,AC0117,2026-06-07,4.1,4.5,4.7,3.2,4.4,4.1,0,83.6,1
QA00437,TK03242,A013,AC0085,2026-07-28,4.5,4.2,4.2,4.1,3.8,4.3,0,83.9,1
QA00438,TK00272,A015,AC0140,2025-10-02,4.0,3.2,3.9,4.7,4.5,4.9,0,84.2,1
QA00439,TK01022,A006,AC0106,2025-12-15,3.8,4.0,4.9,4.2,2.8,4.8,0,81.5,1
QA00440,TK00371,A014,AC0015,2025-10-13,3.9,4.3,4.7,3.3,3.8,4.7,0,82.0,1
QA00441,TK00619,A030,AC0147,2025-11-05,4.2,2.4,4.4,3.3,3.7,4.0,0,73.5,1
QA00442,TK02342,A026,AC0064,2026-04-30,3.4,3.8,4.7,3.6,3.3,5.0,0,79.5,1
QA00443,TK01505,A022,AC0127,2026-02-06,4.1,2.9,4.6,2.2,3.2,5.0,0,73.0,1
QA00444,TK00358,A018,AC0024,2025-10-13,4.2,2.0,4.4,4.0,4.3,4.8,1,59.0,1
QA00445,TK01024,A023,AC0139,2025-12-15,4.5,5.0,4.0,4.4,4.5,4.0,0,87.9,1
QA00446,TK02229,A032,AC0059,2026-04-21,4.0,4.7,4.1,4.0,4.1,4.2,0,83.5,1
QA00447,TK02526,A026,AC0150,2026-05-18,4.0,4.3,3.6,3.1,1.7,3.3,0,66.9,1
QA00448,TK02713,A024,AC0047,2026-06-06,3.0,3.8,4.2,4.1,2.1,3.9,0,70.3,1
QA00449,TK01218,A004,AC0046,2026-01-04,5.0,2.0,3.4,4.0,2.7,4.2,0,71.0,1
QA00450,TK00234,A029,AC0107,2025-09-27,4.5,3.8,4.5,5.0,4.4,3.3,0,84.6,1
QA00451,TK02764,A029,AC0121,2026-06-10,3.8,3.8,3.7,3.8,5.0,4.3,0,81.4,1
QA00452,TK01245,A002,AC0011,2026-01-07,5.0,5.0,4.3,3.9,2.2,3.9,0,80.8,1
QA00453,TK03094,A037,AC0024,2026-07-12,3.5,4.2,4.9,4.6,3.0,4.8,0,83.5,1
QA00454,TK01270,A014,AC0092,2026-01-10,5.0,5.0,4.6,3.4,3.6,4.8,0,87.7,1
QA00455,TK00513,A026,AC0098,2025-10-27,4.3,4.0,5.0,3.5,3.7,4.2,0,82.5,1
QA00456,TK01243,A012,AC0065,2026-01-07,4.2,2.9,3.9,4.4,4.1,4.9,0,81.1,1
QA00457,TK00494,A011,AC0105,2025-10-24,3.6,4.8,4.9,4.4,5.0,3.6,0,87.8,1
QA00458,TK01019,A024,AC0030,2025-12-14,4.2,4.4,3.6,5.0,4.4,4.5,0,87.0,1
QA00459,TK01338,A024,AC0062,2026-01-18,4.8,3.2,4.5,4.5,5.0,3.5,0,85.2,1
QA00460,TK03038,A034,AC0057,2026-07-06,4.4,4.6,3.8,3.9,5.0,4.8,0,88.3,1
QA00461,TK02123,A005,AC0030,2026-04-10,5.0,3.1,4.0,3.4,3.7,4.4,0,78.8,1
QA00462,TK01046,A018,AC0133,2025-12-17,4.6,4.5,3.0,4.6,4.5,4.1,0,84.0,1
QA00463,TK03073,A035,AC0015,2026-07-10,4.4,5.0,4.5,3.7,4.6,4.4,0,88.6,1
QA00464,TK00990,A028,AC0024,2025-12-11,4.0,4.8,4.2,4.1,2.2,3.9,0,77.1,1
QA00465,TK02478,A035,AC0111,2026-05-14,4.3,3.8,4.7,3.9,3.8,4.1,0,81.7,1
QA00466,TK02450,A006,AC0100,2026-05-12,4.6,3.3,3.6,4.0,4.7,4.2,1,59.0,1
QA00467,TK02202,A019,AC0113,2026-04-19,4.2,5.0,5.0,4.6,3.1,3.0,0,82.7,1
QA00468,TK03221,A028,AC0127,2026-07-26,3.7,3.3,3.6,3.9,5.0,3.7,0,77.4,1
QA00469,TK02837,A012,AC0049,2026-06-15,4.4,4.8,4.0,5.0,4.2,4.8,0,90.7,1
QA00470,TK01084,A028,AC0075,2025-12-20,4.1,4.4,4.3,4.9,3.3,3.2,0,80.0,1
QA00471,TK03248,A015,AC0142,2026-07-29,4.5,2.1,4.7,3.5,2.5,4.7,0,72.9,1
QA00472,TK01594,A038,AC0061,2026-02-15,4.6,3.7,4.3,4.1,3.1,3.5,0,78.0,1
QA00473,TK00676,A005,AC0011,2025-11-10,4.5,4.7,2.6,3.8,3.5,3.1,0,73.9,1
QA00474,TK02665,A011,AC0074,2026-06-02,3.1,4.2,5.0,3.6,4.6,3.6,0,80.4,1
QA00475,TK01802,A036,AC0057,2026-03-10,4.9,2.7,5.0,2.8,5.0,3.0,0,78.1,1
QA00476,TK01611,A010,AC0094,2026-02-17,4.0,2.4,4.1,3.9,5.0,3.5,0,76.7,1
QA00477,TK02966,A029,AC0006,2026-06-28,3.7,5.0,4.0,3.8,4.1,4.0,0,82.0,1
QA00478,TK01465,A037,AC0061,2026-02-01,3.5,3.7,4.2,3.5,3.9,4.6,0,78.2,1
QA00479,TK01349,A038,AC0120,2026-01-19,4.0,4.7,3.8,4.0,4.1,3.6,0,80.6,1
QA00480,TK01744,A014,AC0123,2026-03-04,4.1,3.0,4.4,5.0,3.4,4.9,0,82.6,1
QA00481,TK03356,A005,AC0140,2026-08-10,4.3,5.0,4.2,4.2,4.1,4.2,0,86.7,1
QA00482,TK01010,A025,AC0061,2025-12-13,3.3,5.0,4.6,4.1,4.6,4.4,0,87.1,1
QA00483,TK03166,A006,AC0092,2026-07-21,4.4,5.0,5.0,3.8,4.2,3.7,0,87.3,1
QA00484,TK02160,A027,AC0037,2026-04-14,5.0,4.2,3.1,3.9,3.8,3.5,0,78.3,1
QA00485,TK00208,A025,AC0123,2025-09-25,4.1,3.5,4.2,5.0,4.4,4.0,0,83.8,1
QA00486,TK01127,A021,AC0148,2025-12-25,4.2,3.8,4.4,4.0,4.3,4.7,0,83.9,1
QA00487,TK03168,A027,AC0025,2026-07-21,4.5,3.8,5.0,5.0,3.6,3.8,0,85.6,1
