ticket_id,account_id,agent_id,created_at,resolved_at,contact_reason,resolution_status,first_response_minutes,escalation_required,escalation_reason,complaint_flag,repeat_contact,related_sop
TK00810,AC0112,A009,2025-11-21 12:00:00,2025-11-22 03:46:48.328112383,Technical,Resolved,27,0,None,0,0,None
TK00811,AC0049,A006,2025-11-22 14:00:00,2025-11-22 21:26:48.841988110,Technical,Resolved,12,0,None,0,0,None
TK00812,AC0080,A019,2025-11-22 20:00:00,2025-11-23 18:18:48.100518342,Bug,Resolved,12,1,Operations,0,0,None
TK00813,AC0119,A033,2025-11-22 14:00:00,2025-11-23 01:08:57.381852176,Bug,Resolved,33,1,Product,0,0,SOP-18
TK00814,AC0047,A005,2025-11-22 20:00:00,,How-to,Unresolved,14,0,None,0,0,None
TK00815,AC0138,A012,2025-11-22 15:00:00,2025-11-24 08:56:00.637288831,Account,Resolved,54,0,None,0,0,SOP-12
TK00816,AC0008,A027,2025-11-22 14:00:00,,Feature Request,Escalated,8,1,Technical,0,0,SOP-07
TK00817,AC0085,A020,2025-11-23 16:00:00,2025-11-24 05:50:33.374039388,Technical,Resolved,11,0,None,0,0,SOP-18
TK00818,AC0028,A010,2025-11-23 15:00:00,2025-11-24 00:28:51.517687284,Account,Resolved,19,0,None,0,0,SOP-23
TK00819,AC0074,A015,2025-11-23 17:00:00,2025-11-24 22:54:08.311054492,How-to,Resolved,13,0,None,0,0,None
TK00820,AC0070,A031,2025-11-23 18:00:00,2025-11-24 11:35:45.294739087,Technical,Resolved,11,0,None,0,0,SOP-12
TK00821,AC0120,A006,2025-11-23 10:00:00,2025-11-23 13:36:52.724037421,Integration,Resolved,49,0,None,0,0,None
TK00822,AC0077,A038,2025-11-23 09:00:00,2025-11-23 22:08:14.753011372,How-to,Resolved,4,0,None,0,0,SOP-18
TK00823,AC0119,A004,2025-11-23 08:00:00,2025-11-24 01:49:11.899590323,Technical,Resolved,51,0,None,0,0,None
TK00824,AC0024,A014,2025-11-23 12:00:00,,Account,Waiting Customer,55,0,None,0,1,None
TK00825,AC0090,A009,2025-11-23 17:00:00,2025-11-24 20:35:51.920893665,Bug,Resolved,48,0,None,0,0,None
TK00826,AC0047,A030,2025-11-23 18:00:00,2025-11-24 04:55:32.384260837,Integration,Resolved,18,0,None,0,0,SOP-12
TK00827,AC0025,A034,2025-11-24 16:00:00,2025-11-25 11:31:07.827829017,Account,Resolved,21,0,None,0,0,SOP-12
TK00828,AC0018,A006,2025-11-24 12:00:00,2025-11-25 03:29:54.518467930,Bug,Resolved,46,1,Billing,1,0,SOP-07
TK00829,AC0132,A012,2025-11-24 18:00:00,,How-to,Unresolved,72,0,None,0,0,SOP-07
TK00830,AC0098,A038,2025-11-24 09:00:00,2025-11-24 17:32:16.642707114,Bug,Resolved,27,0,None,0,0,None
TK00831,AC0132,A033,2025-11-24 10:00:00,2025-11-25 02:41:12.129710001,Integration,Resolved,43,0,None,0,0,SOP-18
TK00832,AC0069,A017,2025-11-24 09:00:00,2025-11-25 11:55:16.085318386,How-to,Resolved,15,0,None,0,1,SOP-07
TK00833,AC0058,A011,2025-11-24 19:00:00,2025-11-25 07:49:34.877607775,How-to,Resolved,89,0,None,0,0,SOP-12
TK00834,AC0057,A015,2025-11-24 16:00:00,,How-to,Unresolved,42,0,None,0,0,SOP-12
TK00835,AC0023,A035,2025-11-25 18:00:00,,Bug,Unresolved,79,1,Operations,0,0,SOP-12
TK00836,AC0147,A037,2025-11-25 17:00:00,2025-11-26 03:53:25.873624589,Billing,Resolved,48,0,None,0,0,SOP-18
TK00837,AC0127,A012,2025-11-25 08:00:00,2025-11-25 17:34:26.715542011,Bug,Resolved,82,1,Product,0,0,SOP-07
TK00838,AC0063,A016,2025-11-25 18:00:00,2025-11-26 05:36:10.412478208,Billing,Resolved,19,0,None,0,0,None
TK00839,AC0109,A016,2025-11-25 10:00:00,2025-11-25 23:17:33.199520252,Technical,Resolved,45,0,None,0,0,SOP-18
TK00840,AC0127,A030,2025-11-25 12:00:00,2025-11-26 12:57:20.264705726,Bug,Resolved,11,0,None,0,0,SOP-18
TK00841,AC0062,A006,2025-11-25 17:00:00,2025-11-26 10:51:31.495318106,Technical,Resolved,13,0,None,0,0,None
TK00842,AC0039,A020,2025-11-25 17:00:00,,Bug,Partially Resolved,55,1,Product,0,0,SOP-18
TK00843,AC0101,A001,2025-11-25 19:00:00,2025-11-26 09:24:51.400709837,Integration,Resolved,52,0,None,0,0,None
TK00844,AC0120,A004,2025-11-25 15:00:00,2025-11-26 06:05:56.107678310,Technical,Resolved,76,0,None,0,0,None
TK00845,AC0117,A036,2025-11-25 13:00:00,,Bug,Waiting Internally,38,1,Technical,0,0,None
TK00846,AC0100,A035,2025-11-26 09:00:00,2025-11-27 16:35:36.863686480,Technical,Resolved,14,0,None,0,0,None
TK00847,AC0041,A004,2025-11-26 14:00:00,,Account,Partially Resolved,74,0,None,0,1,None
TK00848,AC0148,A008,2025-11-26 14:00:00,2025-11-28 01:49:31.063601721,Integration,Resolved,13,0,None,0,0,SOP-23
TK00849,AC0142,A013,2025-11-26 18:00:00,2025-11-27 20:00:43.509864,How-to,Resolved,86,0,None,0,0,SOP-12
TK00850,AC0047,A013,2025-11-26 14:00:00,2025-11-27 07:55:01.474611804,How-to,Resolved,2,0,None,0,0,None
TK00851,AC0140,A012,2025-11-26 20:00:00,2025-11-28 05:50:53.129517597,Billing,Resolved,20,0,None,0,0,None
TK00852,AC0018,A023,2025-11-26 15:00:00,2025-11-27 04:32:52.323121103,Technical,Resolved,9,0,None,0,0,SOP-23
TK00853,AC0010,A006,2025-11-26 19:00:00,2025-11-27 09:19:29.061875256,Bug,Resolved,78,1,Billing,0,0,SOP-07
TK00854,AC0087,A015,2025-11-26 09:00:00,2025-11-26 21:10:53.941360605,Integration,Resolved,27,0,None,0,0,None
TK00855,AC0012,A004,2025-11-27 19:00:00,2025-11-27 23:43:29.109800449,Account,Resolved,55,0,None,0,0,None
TK00856,AC0108,A018,2025-11-27 11:00:00,,Integration,Unresolved,4,0,None,0,0,SOP-18
TK00857,AC0062,A029,2025-11-27 15:00:00,2025-11-28 07:46:46.912994173,How-to,Resolved,56,0,None,0,0,SOP-23
TK00858,AC0065,A018,2025-11-27 19:00:00,,Billing,Escalated,41,1,Technical,0,0,SOP-23
TK00859,AC0056,A027,2025-11-27 19:00:00,2025-11-27 22:38:41.518936387,Technical,Resolved,14,0,None,1,0,SOP-12
TK00860,AC0017,A025,2025-11-27 11:00:00,2025-11-27 14:03:04.772012589,How-to,Resolved,84,0,None,0,0,SOP-18
TK00861,AC0150,A037,2025-11-27 10:00:00,2025-11-27 18:25:03.812356679,How-to,Resolved,97,0,None,0,0,SOP-23
TK00862,AC0133,A015,2025-11-28 15:00:00,2025-11-29 20:01:24.955555631,Technical,Resolved,42,0,None,0,1,SOP-18
TK00863,AC0066,A023,2025-11-28 10:00:00,2025-11-29 22:28:14.674766347,Technical,Resolved,68,0,None,1,1,None
TK00864,AC0059,A001,2025-11-28 14:00:00,2025-11-30 05:08:52.328963115,Feature Request,Resolved,19,0,None,0,0,SOP-18
TK00865,AC0047,A027,2025-11-28 11:00:00,2025-11-28 17:03:09.535016333,Technical,Resolved,32,0,None,0,0,None
TK00866,AC0090,A017,2025-11-28 14:00:00,2025-11-30 04:54:00.910174913,Account,Resolved,3,0,None,0,0,SOP-07
TK00867,AC0015,A008,2025-11-28 18:00:00,,Technical,Partially Resolved,58,0,None,0,0,None
TK00868,AC0057,A017,2025-11-28 19:00:00,2025-11-29 06:26:34.380338006,Integration,Resolved,64,0,None,0,0,SOP-12
TK00869,AC0001,A010,2025-11-28 15:00:00,2025-11-29 16:42:27.132764692,Technical,Resolved,16,0,None,0,0,None
TK00870,AC0099,A023,2025-11-28 09:00:00,2025-11-28 15:25:10.997213798,Integration,Resolved,3,0,None,0,0,SOP-23
TK00871,AC0062,A017,2025-11-28 18:00:00,2025-11-28 23:04:48.550673961,Account,Resolved,50,0,None,1,1,SOP-12
TK00872,AC0134,A029,2025-11-29 09:00:00,2025-11-29 18:40:23.589715095,Bug,Resolved,12,0,None,0,0,None
TK00873,AC0011,A002,2025-11-29 17:00:00,2025-11-30 15:21:44.371534585,Bug,Resolved,59,0,None,0,0,SOP-18
TK00874,AC0125,A027,2025-11-29 14:00:00,,Bug,Escalated,55,1,Technical,0,0,None
TK00875,AC0003,A025,2025-11-29 09:00:00,2025-11-30 16:23:15.651439931,Account,Resolved,28,0,None,0,0,SOP-18
TK00876,AC0104,A025,2025-11-29 14:00:00,2025-11-29 18:01:46.730416388,How-to,Resolved,70,0,None,0,1,SOP-07
TK00877,AC0098,A029,2025-11-29 13:00:00,2025-11-30 03:08:31.479692759,Billing,Resolved,52,0,None,0,0,SOP-18
TK00878,AC0083,A033,2025-11-29 15:00:00,2025-11-29 18:47:36.959341406,Technical,Resolved,13,0,None,0,0,SOP-23
TK00879,AC0050,A023,2025-11-29 10:00:00,2025-11-29 16:50:20.530651872,Feature Request,Resolved,24,0,None,0,1,SOP-18
TK00880,AC0024,A018,2025-11-29 11:00:00,2025-11-30 17:59:20.861016744,How-to,Resolved,14,0,None,0,0,SOP-12
TK00881,AC0030,A036,2025-11-29 16:00:00,,Bug,Partially Resolved,55,0,None,0,0,SOP-23
TK00882,AC0064,A022,2025-11-29 19:00:00,2025-11-30 18:33:14.394899179,Account,Resolved,44,0,None,0,0,SOP-23
TK00883,AC0081,A021,2025-11-29 11:00:00,,How-to,Unresolved,60,0,None,0,1,SOP-18
TK00884,AC0065,A029,2025-11-29 10:00:00,2025-11-30 14:43:51.799510331,Integration,Resolved,11,0,None,0,1,SOP-12
TK00885,AC0144,A018,2025-11-30 12:00:00,2025-12-01 02:43:39.752757981,Billing,Resolved,53,0,None,0,0,SOP-07
TK00886,AC0042,A012,2025-11-30 15:00:00,,Billing,Escalated,20,1,Technical,0,0,SOP-23
TK00887,AC0135,A017,2025-11-30 15:00:00,2025-11-30 23:59:05.975591496,Account,Resolved,27,0,None,0,0,SOP-23
TK00888,AC0113,A012,2025-11-30 12:00:00,2025-11-30 15:12:11.988917509,Technical,Resolved,40,0,None,0,0,SOP-23
TK00889,AC0089,A010,2025-11-30 18:00:00,,Bug,Waiting Customer,29,0,None,0,0,SOP-07
TK00890,AC0049,A014,2025-11-30 08:00:00,,Account,Waiting Customer,66,0,None,0,0,SOP-23
TK00891,AC0008,A006,2025-11-30 18:00:00,2025-12-01 18:18:39.527561033,Bug,Resolved,51,0,None,0,1,None
TK00892,AC0024,A030,2025-11-30 20:00:00,2025-12-01 11:07:22.832058264,How-to,Resolved,142,0,None,0,0,SOP-07
TK00893,AC0105,A002,2025-11-30 19:00:00,2025-12-02 01:35:52.908754006,Technical,Resolved,48,0,None,0,0,SOP-12
TK00894,AC0071,A001,2025-11-30 18:00:00,,Integration,Escalated,22,1,Product,0,0,None
TK00895,AC0088,A018,2025-11-30 12:00:00,2025-11-30 12:54:18.911399403,Bug,Resolved,6,0,None,0,0,None
TK00896,AC0092,A033,2025-12-01 20:00:00,,Bug,Waiting Internally,23,1,Product,0,0,None
TK00897,AC0085,A032,2025-12-01 19:00:00,2025-12-02 04:32:29.529170883,Feature Request,Resolved,12,0,None,0,0,None
TK00898,AC0082,A019,2025-12-01 09:00:00,2025-12-01 18:21:03.388129929,Technical,Resolved,15,0,None,0,1,SOP-07
TK00899,AC0033,A033,2025-12-01 17:00:00,2025-12-01 22:27:02.725569285,Account,Resolved,20,0,None,0,0,SOP-23
TK00900,AC0058,A033,2025-12-01 12:00:00,,Bug,Partially Resolved,80,0,None,0,0,None
TK00901,AC0065,A004,2025-12-01 13:00:00,2025-12-02 21:28:38.920244803,Bug,Resolved,11,1,Operations,1,0,SOP-18
TK00902,AC0026,A023,2025-12-01 17:00:00,2025-12-03 09:55:31.152934074,Feature Request,Resolved,4,0,None,0,0,None
TK00903,AC0060,A020,2025-12-01 13:00:00,2025-12-02 14:20:12.692642229,Feature Request,Resolved,45,0,None,0,0,SOP-23
TK00904,AC0004,A014,2025-12-01 15:00:00,2025-12-01 20:43:12.962491373,How-to,Resolved,33,0,None,0,0,SOP-12
TK00905,AC0063,A007,2025-12-01 14:00:00,2025-12-02 00:15:51.041360839,Billing,Resolved,88,0,None,0,0,SOP-18
TK00906,AC0008,A038,2025-12-01 19:00:00,2025-12-02 00:15:16.707727378,Integration,Resolved,11,0,None,1,0,SOP-23
TK00907,AC0046,A015,2025-12-01 13:00:00,2025-12-02 08:59:48.624750268,Integration,Resolved,19,0,None,1,0,SOP-23
TK00908,AC0131,A026,2025-12-02 16:00:00,2025-12-03 00:28:06.098045246,Billing,Resolved,141,0,None,0,0,SOP-23
TK00909,AC0053,A027,2025-12-02 19:00:00,2025-12-03 09:04:20.604414526,Integration,Resolved,54,0,None,0,0,None
TK00910,AC0088,A012,2025-12-02 10:00:00,,Integration,Unresolved,3,0,None,0,0,None
TK00911,AC0087,A036,2025-12-02 18:00:00,,Integration,Escalated,26,1,Product,0,1,None
TK00912,AC0013,A019,2025-12-02 13:00:00,2025-12-02 22:16:38.718490537,Account,Resolved,40,0,None,0,0,SOP-23
TK00913,AC0046,A037,2025-12-02 20:00:00,2025-12-03 09:49:41.984993247,Account,Resolved,14,0,None,0,0,SOP-23
TK00914,AC0110,A017,2025-12-02 09:00:00,2025-12-03 08:42:58.463327856,Technical,Resolved,22,0,None,0,0,None
TK00915,AC0021,A030,2025-12-02 10:00:00,,Technical,Unresolved,28,0,None,0,0,SOP-18
TK00916,AC0122,A035,2025-12-02 18:00:00,2025-12-04 10:55:53.601031643,Billing,Resolved,63,0,None,0,0,SOP-18
TK00917,AC0140,A037,2025-12-02 08:00:00,2025-12-02 13:42:31.560358997,Integration,Resolved,96,0,None,1,0,None
TK00918,AC0117,A004,2025-12-02 17:00:00,2025-12-03 04:34:14.378843536,Bug,Resolved,84,1,Operations,0,0,None
TK00919,AC0011,A027,2025-12-03 14:00:00,2025-12-04 22:46:57.552419958,Technical,Resolved,55,0,None,0,0,SOP-07
TK00920,AC0090,A014,2025-12-03 08:00:00,2025-12-04 12:03:59.246274732,How-to,Resolved,12,0,None,0,0,None
TK00921,AC0019,A016,2025-12-03 11:00:00,2025-12-04 18:10:18.899268412,Integration,Resolved,39,0,None,0,0,SOP-23
TK00922,AC0030,A022,2025-12-03 16:00:00,2025-12-04 08:18:03.431638912,Billing,Resolved,60,0,None,0,0,None
TK00923,AC0071,A012,2025-12-03 12:00:00,2025-12-03 15:25:18.314248568,Technical,Resolved,15,0,None,0,0,SOP-07
TK00924,AC0092,A019,2025-12-03 15:00:00,2025-12-04 11:36:37.121713199,Billing,Resolved,37,0,None,0,0,None
TK00925,AC0125,A029,2025-12-03 13:00:00,2025-12-04 14:21:28.677282614,Account,Resolved,77,0,None,0,0,None
TK00926,AC0064,A032,2025-12-03 10:00:00,2025-12-04 09:33:19.255277665,How-to,Resolved,23,0,None,0,0,SOP-23
TK00927,AC0100,A017,2025-12-03 08:00:00,2025-12-04 11:06:22.613120984,How-to,Resolved,60,0,None,0,0,SOP-12
TK00928,AC0084,A027,2025-12-03 16:00:00,2025-12-05 05:59:03.434972452,Technical,Resolved,29,0,None,0,1,None
TK00929,AC0013,A038,2025-12-03 15:00:00,2025-12-04 06:33:29.727854979,How-to,Resolved,83,0,None,0,0,SOP-18
TK00930,AC0047,A016,2025-12-03 12:00:00,2025-12-04 21:42:55.493694938,Technical,Resolved,41,0,None,0,0,None
TK00931,AC0029,A033,2025-12-04 09:00:00,,Account,Escalated,38,1,Product,0,0,SOP-07
TK00932,AC0101,A028,2025-12-05 18:00:00,2025-12-06 02:59:09.144747725,Bug,Resolved,13,1,Billing,0,0,SOP-07
TK00933,AC0065,A023,2025-12-05 19:00:00,2025-12-07 12:29:03.320413316,Bug,Resolved,11,0,None,0,0,SOP-12
TK00934,AC0068,A026,2025-12-05 16:00:00,2025-12-06 03:51:08.607224332,How-to,Resolved,35,0,None,0,0,None
TK00935,AC0132,A033,2025-12-05 08:00:00,,Integration,Waiting Customer,15,0,None,0,0,None
TK00936,AC0101,A007,2025-12-05 11:00:00,,Bug,Partially Resolved,7,0,None,0,0,SOP-23
TK00937,AC0142,A038,2025-12-05 14:00:00,2025-12-06 00:31:37.836682381,Billing,Resolved,70,0,None,0,0,None
TK00938,AC0065,A002,2025-12-05 09:00:00,2025-12-05 12:53:09.447377415,Account,Resolved,26,0,None,1,0,None
TK00939,AC0124,A030,2025-12-05 10:00:00,2025-12-05 21:20:47.641435258,Account,Resolved,20,0,None,0,0,SOP-07
TK00940,AC0020,A026,2025-12-06 20:00:00,2025-12-07 07:21:36.828729117,Feature Request,Resolved,25,0,None,0,0,SOP-12
TK00941,AC0042,A023,2025-12-06 09:00:00,2025-12-07 09:21:39.239241952,Billing,Resolved,23,0,None,0,0,SOP-18
TK00942,AC0082,A019,2025-12-06 08:00:00,2025-12-08 02:55:11.076511866,Integration,Resolved,53,0,None,0,0,SOP-18
TK00943,AC0117,A037,2025-12-06 15:00:00,2025-12-07 09:13:19.601025523,Bug,Resolved,16,0,None,1,0,SOP-18
TK00944,AC0140,A005,2025-12-06 11:00:00,,Technical,Partially Resolved,2,0,None,0,0,SOP-18
TK00945,AC0088,A027,2025-12-06 09:00:00,2025-12-06 19:06:43.416634095,How-to,Resolved,6,0,None,0,1,None
TK00946,AC0047,A019,2025-12-06 13:00:00,,Bug,Waiting Internally,38,1,Technical,0,0,None
TK00947,AC0121,A025,2025-12-06 18:00:00,2025-12-08 04:32:00.478076910,Technical,Resolved,8,0,None,0,1,None
TK00948,AC0020,A038,2025-12-06 16:00:00,2025-12-07 15:09:40.069634199,Account,Resolved,69,0,None,0,1,SOP-18
TK00949,AC0085,A021,2025-12-06 10:00:00,2025-12-07 02:02:30.587408667,Technical,Resolved,101,0,None,0,0,SOP-07
TK00950,AC0080,A004,2025-12-07 20:00:00,2025-12-08 08:35:46.085734413,Technical,Resolved,12,0,None,0,0,SOP-23
TK00951,AC0100,A002,2025-12-07 08:00:00,2025-12-08 03:44:15.468386082,Integration,Resolved,25,0,None,0,0,None
TK00952,AC0058,A028,2025-12-07 12:00:00,,Integration,Unresolved,30,0,None,0,0,None
TK00953,AC0081,A013,2025-12-07 18:00:00,2025-12-08 08:25:41.208942883,How-to,Resolved,19,0,None,0,0,SOP-23
TK00954,AC0008,A010,2025-12-07 18:00:00,2025-12-08 00:07:20.828864983,Technical,Resolved,68,0,None,0,0,SOP-07
TK00955,AC0087,A032,2025-12-07 11:00:00,2025-12-07 14:41:12.053497377,Integration,Resolved,52,0,None,0,0,SOP-23
TK00956,AC0129,A017,2025-12-07 11:00:00,2025-12-07 19:22:45.969918410,Bug,Resolved,32,0,None,0,0,None
TK00957,AC0094,A034,2025-12-08 13:00:00,2025-12-09 02:49:47.880664845,Account,Resolved,13,0,None,0,0,SOP-12
TK00958,AC0059,A014,2025-12-08 19:00:00,2025-12-09 00:15:28.843024408,Feature Request,Resolved,67,0,None,0,0,None
TK00959,AC0107,A034,2025-12-08 15:00:00,2025-12-09 06:12:45.986486341,Account,Resolved,91,0,None,0,0,SOP-23
TK00960,AC0078,A002,2025-12-08 18:00:00,2025-12-09 03:50:38.356496622,Account,Resolved,49,0,None,0,0,SOP-12
TK00961,AC0065,A007,2025-12-08 12:00:00,2025-12-08 22:23:54.754058602,How-to,Resolved,29,0,None,0,1,None
TK00962,AC0008,A035,2025-12-08 09:00:00,2025-12-09 01:07:19.290974595,Technical,Resolved,23,0,None,0,1,SOP-18
TK00963,AC0093,A030,2025-12-08 14:00:00,,Technical,Unresolved,75,0,None,0,0,SOP-12
TK00964,AC0047,A029,2025-12-08 11:00:00,2025-12-09 01:45:28.091993488,Technical,Resolved,17,0,None,0,0,SOP-07
TK00965,AC0024,A030,2025-12-08 10:00:00,2025-12-08 15:39:09.101885971,How-to,Resolved,17,0,None,0,1,None
TK00966,AC0052,A030,2025-12-08 20:00:00,2025-12-09 06:05:56.250968090,Technical,Resolved,21,0,None,0,0,None
TK00967,AC0077,A030,2025-12-08 09:00:00,2025-12-09 09:50:45.763704095,Technical,Resolved,62,0,None,0,0,SOP-12
TK00968,AC0074,A010,2025-12-09 15:00:00,2025-12-10 04:53:08.038055146,How-to,Resolved,29,0,None,0,0,None
TK00969,AC0132,A024,2025-12-09 10:00:00,2025-12-10 18:47:53.347845126,How-to,Resolved,58,0,None,0,0,SOP-12
TK00970,AC0088,A018,2025-12-09 10:00:00,,Technical,Unresolved,33,0,None,0,0,SOP-07
TK00971,AC0011,A033,2025-12-09 10:00:00,2025-12-10 13:39:34.840928659,Integration,Resolved,25,0,None,0,0,SOP-18
TK00972,AC0088,A020,2025-12-09 18:00:00,2025-12-10 15:32:43.196917643,Bug,Resolved,23,1,Product,0,0,SOP-23
TK00973,AC0150,A014,2025-12-09 12:00:00,,Account,Escalated,42,1,Product,0,0,None
TK00974,AC0142,A038,2025-12-09 09:00:00,2025-12-09 21:31:00.955939890,Technical,Resolved,47,0,None,0,1,SOP-12
TK00975,AC0130,A019,2025-12-09 13:00:00,,Technical,Escalated,42,1,Billing,0,0,SOP-18
TK00976,AC0105,A018,2025-12-10 10:00:00,2025-12-11 22:32:40.594292671,How-to,Resolved,17,0,None,0,0,None
TK00977,AC0008,A027,2025-12-10 17:00:00,2025-12-11 17:48:45.610728554,Feature Request,Resolved,42,0,None,0,1,None
TK00978,AC0114,A028,2025-12-10 19:00:00,2025-12-10 22:45:17.718956342,Feature Request,Resolved,25,0,None,0,0,SOP-07
TK00979,AC0033,A006,2025-12-10 13:00:00,2025-12-11 09:04:10.966706616,Technical,Resolved,15,0,None,0,0,None
TK00980,AC0132,A015,2025-12-10 20:00:00,2025-12-10 20:57:51.595270382,Account,Resolved,27,0,None,0,0,SOP-12
TK00981,AC0030,A019,2025-12-10 13:00:00,2025-12-11 13:02:42.619907138,Billing,Resolved,14,0,None,0,0,SOP-07
TK00982,AC0142,A032,2025-12-10 08:00:00,2025-12-11 06:36:10.999097922,Technical,Resolved,79,0,None,0,0,SOP-07
TK00983,AC0138,A036,2025-12-10 17:00:00,2025-12-11 03:52:44.876302338,Technical,Resolved,64,0,None,0,0,SOP-23
TK00984,AC0027,A022,2025-12-11 20:00:00,,How-to,Partially Resolved,15,0,None,1,0,SOP-07
TK00985,AC0142,A009,2025-12-11 11:00:00,2025-12-12 00:39:34.034473789,Technical,Resolved,14,0,None,0,0,SOP-23
TK00986,AC0064,A029,2025-12-11 09:00:00,2025-12-12 16:22:18.307506529,Integration,Resolved,23,0,None,0,0,None
TK00987,AC0036,A012,2025-12-11 11:00:00,2025-12-12 13:11:28.472868417,Integration,Resolved,38,0,None,0,0,SOP-18
TK00988,AC0127,A011,2025-12-11 20:00:00,2025-12-11 22:56:52.689683256,Technical,Resolved,10,0,None,0,0,None
TK00989,AC0100,A032,2025-12-11 16:00:00,2025-12-11 22:16:59.713108760,How-to,Resolved,9,0,None,0,0,None
TK00990,AC0024,A028,2025-12-11 11:00:00,2025-12-11 22:23:14.021919060,Billing,Resolved,22,0,None,1,0,SOP-07
TK00991,AC0138,A026,2025-12-11 08:00:00,2025-12-13 00:56:18.528279273,Technical,Resolved,24,0,None,0,0,None
TK00992,AC0114,A002,2025-12-11 16:00:00,2025-12-12 06:12:34.445663058,Technical,Resolved,44,0,None,0,0,None
TK00993,AC0015,A034,2025-12-11 18:00:00,2025-12-12 13:14:08.477052276,Technical,Resolved,12,0,None,1,0,SOP-18
TK00994,AC0128,A015,2025-12-11 08:00:00,2025-12-12 07:14:30.416618087,Integration,Resolved,35,0,None,0,0,SOP-07
TK00995,AC0018,A030,2025-12-11 17:00:00,2025-12-11 22:46:38.219705872,Technical,Resolved,24,0,None,0,0,SOP-07
TK00996,AC0003,A028,2025-12-11 14:00:00,2025-12-12 03:50:58.968245308,Billing,Resolved,67,0,None,0,0,SOP-07
TK00997,AC0058,A019,2025-12-11 12:00:00,,Account,Escalated,88,1,Technical,0,0,SOP-07
TK00998,AC0131,A017,2025-12-11 13:00:00,2025-12-12 12:17:27.490327080,How-to,Resolved,53,0,None,0,1,None
TK00999,AC0038,A025,2025-12-12 16:00:00,,How-to,Waiting Internally,76,1,Billing,0,0,None
TK01000,AC0099,A015,2025-12-12 08:00:00,2025-12-13 16:09:21.991577372,Bug,Resolved,42,1,Product,0,0,None
TK01001,AC0148,A033,2025-12-12 18:00:00,2025-12-13 18:23:12.650156934,How-to,Resolved,37,0,None,0,1,SOP-18
TK01002,AC0137,A017,2025-12-12 18:00:00,2025-12-13 01:38:28.468293534,Account,Resolved,13,0,None,0,0,SOP-12
TK01003,AC0025,A035,2025-12-12 18:00:00,,Technical,Escalated,45,1,Product,0,0,SOP-12
TK01004,AC0091,A035,2025-12-12 18:00:00,,Account,Escalated,14,1,Operations,0,1,SOP-18
TK01005,AC0085,A029,2025-12-13 18:00:00,,Account,Partially Resolved,18,0,None,0,0,SOP-07
TK01006,AC0087,A022,2025-12-13 11:00:00,2025-12-14 13:42:14.360239959,Feature Request,Resolved,5,0,None,0,0,SOP-07
TK01007,AC0094,A015,2025-12-13 17:00:00,2025-12-14 01:03:21.832634934,Integration,Resolved,13,0,None,0,0,SOP-07
TK01008,AC0132,A008,2025-12-13 20:00:00,2025-12-14 21:36:03.098766404,Technical,Resolved,12,0,None,0,0,SOP-07
TK01009,AC0078,A013,2025-12-13 17:00:00,2025-12-14 07:55:10.411194525,Bug,Resolved,43,0,None,0,0,None
TK01010,AC0061,A025,2025-12-13 12:00:00,2025-12-13 19:23:51.583705386,Technical,Resolved,103,0,None,0,1,SOP-18
TK01011,AC0132,A002,2025-12-13 14:00:00,2025-12-13 20:31:28.563492101,How-to,Resolved,32,0,None,0,0,SOP-23
TK01012,AC0136,A013,2025-12-13 10:00:00,2025-12-13 19:26:25.477202993,How-to,Resolved,46,0,None,0,1,SOP-12
TK01013,AC0089,A031,2025-12-13 16:00:00,2025-12-13 19:24:23.145313117,Integration,Resolved,41,0,None,0,0,None
TK01014,AC0143,A019,2025-12-14 14:00:00,2025-12-15 06:31:41.713912900,Billing,Resolved,109,0,None,0,0,None
TK01015,AC0087,A035,2025-12-14 20:00:00,2025-12-15 01:38:40.861622900,Feature Request,Resolved,31,0,None,0,0,SOP-07
TK01016,AC0086,A031,2025-12-14 16:00:00,,Integration,Escalated,32,1,Operations,0,0,None
TK01017,AC0064,A020,2025-12-14 10:00:00,2025-12-16 01:59:33.914100944,Integration,Resolved,3,0,None,0,0,SOP-12
TK01018,AC0041,A021,2025-12-14 16:00:00,,Technical,Partially Resolved,38,0,None,0,0,SOP-12
TK01019,AC0030,A024,2025-12-14 15:00:00,2025-12-15 20:20:55.545991581,Integration,Resolved,7,0,None,0,0,None
TK01020,AC0105,A004,2025-12-15 10:00:00,,Account,Waiting Customer,20,0,None,0,0,SOP-18
TK01021,AC0067,A036,2025-12-15 09:00:00,2025-12-15 21:37:52.934411995,How-to,Resolved,46,0,None,0,0,SOP-23
TK01022,AC0106,A006,2025-12-15 15:00:00,2025-12-16 05:06:05.081734465,How-to,Resolved,71,0,None,0,0,None
TK01023,AC0061,A021,2025-12-15 20:00:00,2025-12-16 00:50:05.242039655,Billing,Resolved,16,0,None,0,0,SOP-18
TK01024,AC0139,A023,2025-12-15 18:00:00,2025-12-16 23:05:33.612674359,Integration,Resolved,64,0,None,0,0,SOP-23
TK01025,AC0139,A037,2025-12-15 14:00:00,2025-12-16 13:42:37.532448602,Technical,Resolved,13,0,None,0,0,None
TK01026,AC0126,A031,2025-12-15 15:00:00,2025-12-17 05:57:12.883190368,How-to,Resolved,23,0,None,0,1,None
TK01027,AC0105,A034,2025-12-15 17:00:00,2025-12-16 16:28:27.441259363,Technical,Resolved,20,0,None,0,0,None
