usage_id,account_id,week_start,weekly_logins,active_users,seat_utilization,feature_adoption
PU-AC0026-2026-05-25,AC0026,2026-05-25,28,8,0.7,0.472
PU-AC0026-2026-06-01,AC0026,2026-06-01,28,10,0.733,0.751
PU-AC0026-2026-06-08,AC0026,2026-06-08,31,8,0.74,0.727
PU-AC0026-2026-06-15,AC0026,2026-06-15,30,9,0.651,0.652
PU-AC0026-2026-06-22,AC0026,2026-06-22,30,10,0.892,0.534
PU-AC0026-2026-06-29,AC0026,2026-06-29,28,8,0.574,0.734
PU-AC0026-2026-07-06,AC0026,2026-07-06,29,9,0.652,0.379
PU-AC0026-2026-07-13,AC0026,2026-07-13,28,10,0.84,0.523
PU-AC0026-2026-07-20,AC0026,2026-07-20,23,9,0.718,0.516
PU-AC0026-2026-07-27,AC0026,2026-07-27,28,10,0.778,0.605
PU-AC0026-2026-08-03,AC0026,2026-08-03,27,10,0.847,0.541
PU-AC0026-2026-08-10,AC0026,2026-08-10,27,10,0.649,0.908
PU-AC0026-2026-08-17,AC0026,2026-08-17,25,10,0.605,0.587
PU-AC0026-2026-08-24,AC0026,2026-08-24,26,9,0.411,0.383
PU-AC0027-2025-09-01,AC0027,2025-09-01,45,14,0.696,0.744
PU-AC0027-2025-09-08,AC0027,2025-09-08,46,17,0.681,0.709
PU-AC0027-2025-09-15,AC0027,2025-09-15,43,15,0.537,0.742
PU-AC0027-2025-09-22,AC0027,2025-09-22,47,18,0.71,0.396
PU-AC0027-2025-09-29,AC0027,2025-09-29,48,16,0.676,0.691
PU-AC0027-2025-10-06,AC0027,2025-10-06,45,14,0.723,0.605
PU-AC0027-2025-10-13,AC0027,2025-10-13,44,16,0.771,0.659
PU-AC0027-2025-10-20,AC0027,2025-10-20,47,16,0.811,0.388
PU-AC0027-2025-10-27,AC0027,2025-10-27,45,15,0.68,0.697
PU-AC0027-2025-11-03,AC0027,2025-11-03,42,14,0.914,0.747
PU-AC0027-2025-11-10,AC0027,2025-11-10,51,14,0.534,0.558
PU-AC0027-2025-11-17,AC0027,2025-11-17,39,18,0.743,0.722
PU-AC0027-2025-11-24,AC0027,2025-11-24,40,18,0.645,0.554
PU-AC0027-2025-12-01,AC0027,2025-12-01,47,18,0.514,0.523
PU-AC0027-2025-12-08,AC0027,2025-12-08,43,14,0.74,0.382
PU-AC0027-2025-12-15,AC0027,2025-12-15,39,18,0.745,0.567
PU-AC0027-2025-12-22,AC0027,2025-12-22,48,18,0.673,0.587
PU-AC0027-2025-12-29,AC0027,2025-12-29,44,14,0.729,0.775
PU-AC0027-2026-01-05,AC0027,2026-01-05,45,18,0.751,0.65
PU-AC0027-2026-01-12,AC0027,2026-01-12,45,15,0.727,0.71
PU-AC0027-2026-01-19,AC0027,2026-01-19,44,16,0.653,0.678
PU-AC0027-2026-01-26,AC0027,2026-01-26,46,15,0.548,0.757
PU-AC0027-2026-02-02,AC0027,2026-02-02,48,14,0.587,0.753
PU-AC0027-2026-02-09,AC0027,2026-02-09,41,16,0.589,0.6
PU-AC0027-2026-02-16,AC0027,2026-02-16,48,15,0.681,0.65
PU-AC0027-2026-02-23,AC0027,2026-02-23,45,14,0.817,0.589
PU-AC0027-2026-03-02,AC0027,2026-03-02,45,15,0.555,0.715
PU-AC0027-2026-03-09,AC0027,2026-03-09,42,17,0.578,0.734
PU-AC0027-2026-03-16,AC0027,2026-03-16,44,16,0.614,0.644
PU-AC0027-2026-03-23,AC0027,2026-03-23,41,18,0.608,0.397
PU-AC0027-2026-03-30,AC0027,2026-03-30,48,17,0.845,0.901
PU-AC0027-2026-04-06,AC0027,2026-04-06,46,14,0.747,0.571
PU-AC0027-2026-04-13,AC0027,2026-04-13,45,17,0.62,0.539
PU-AC0027-2026-04-20,AC0027,2026-04-20,41,17,0.572,0.582
PU-AC0027-2026-04-27,AC0027,2026-04-27,42,18,0.777,0.514
PU-AC0027-2026-05-04,AC0027,2026-05-04,44,17,0.493,0.663
PU-AC0027-2026-05-11,AC0027,2026-05-11,39,15,0.641,0.584
PU-AC0027-2026-05-18,AC0027,2026-05-18,41,15,0.858,0.789
PU-AC0027-2026-05-25,AC0027,2026-05-25,48,18,0.721,0.881
PU-AC0027-2026-06-01,AC0027,2026-06-01,47,15,0.876,0.524
PU-AC0027-2026-06-08,AC0027,2026-06-08,47,17,0.967,0.606
PU-AC0027-2026-06-15,AC0027,2026-06-15,44,14,0.586,0.779
PU-AC0027-2026-06-22,AC0027,2026-06-22,41,16,0.764,0.98
PU-AC0027-2026-06-29,AC0027,2026-06-29,44,16,0.469,0.633
PU-AC0027-2026-07-06,AC0027,2026-07-06,39,16,0.613,0.781
PU-AC0027-2026-07-13,AC0027,2026-07-13,41,18,0.608,0.561
PU-AC0027-2026-07-20,AC0027,2026-07-20,45,16,0.612,0.709
PU-AC0027-2026-07-27,AC0027,2026-07-27,41,14,0.876,0.978
PU-AC0027-2026-08-03,AC0027,2026-08-03,45,15,0.798,0.604
PU-AC0027-2026-08-10,AC0027,2026-08-10,40,18,0.729,0.799
PU-AC0027-2026-08-17,AC0027,2026-08-17,43,17,0.9,0.701
PU-AC0027-2026-08-24,AC0027,2026-08-24,45,14,0.669,0.701
PU-AC0028-2025-09-01,AC0028,2025-09-01,30,6,0.965,0.63
PU-AC0028-2025-09-08,AC0028,2025-09-08,31,9,0.762,0.78
PU-AC0028-2025-09-15,AC0028,2025-09-15,32,8,0.74,0.707
PU-AC0028-2025-09-22,AC0028,2025-09-22,32,7,0.569,0.5
PU-AC0028-2025-09-29,AC0028,2025-09-29,30,8,0.682,0.611
PU-AC0028-2025-10-06,AC0028,2025-10-06,30,6,0.723,0.633
PU-AC0028-2025-10-13,AC0028,2025-10-13,31,7,0.668,0.663
PU-AC0028-2025-10-20,AC0028,2025-10-20,31,8,0.771,0.743
PU-AC0028-2025-10-27,AC0028,2025-10-27,29,7,0.627,0.651
PU-AC0028-2025-11-03,AC0028,2025-11-03,35,8,0.706,0.711
PU-AC0028-2025-11-10,AC0028,2025-11-10,31,7,0.721,0.556
PU-AC0028-2025-11-17,AC0028,2025-11-17,32,8,0.781,0.597
PU-AC0028-2025-11-24,AC0028,2025-11-24,28,7,0.751,0.713
PU-AC0028-2025-12-01,AC0028,2025-12-01,30,8,0.466,0.62
PU-AC0028-2025-12-08,AC0028,2025-12-08,33,8,0.759,0.794
PU-AC0028-2025-12-15,AC0028,2025-12-15,29,8,0.802,0.755
PU-AC0028-2025-12-22,AC0028,2025-12-22,32,7,0.663,0.543
PU-AC0028-2025-12-29,AC0028,2025-12-29,28,8,0.703,0.488
PU-AC0028-2026-01-05,AC0028,2026-01-05,29,7,0.719,0.69
PU-AC0028-2026-01-12,AC0028,2026-01-12,31,7,0.759,0.698
PU-AC0028-2026-01-19,AC0028,2026-01-19,33,8,0.659,0.435
PU-AC0028-2026-01-26,AC0028,2026-01-26,30,8,0.615,0.67
PU-AC0028-2026-02-02,AC0028,2026-02-02,30,8,1.0,0.423
PU-AC0028-2026-02-09,AC0028,2026-02-09,31,8,0.534,0.672
PU-AC0028-2026-02-16,AC0028,2026-02-16,33,6,0.755,0.452
PU-AC0028-2026-02-23,AC0028,2026-02-23,33,7,0.525,0.497
PU-AC0028-2026-03-02,AC0028,2026-03-02,29,8,0.813,0.832
PU-AC0028-2026-03-09,AC0028,2026-03-09,32,7,0.551,0.582
PU-AC0028-2026-03-16,AC0028,2026-03-16,30,8,0.811,0.541
PU-AC0028-2026-03-23,AC0028,2026-03-23,33,8,0.863,0.772
PU-AC0028-2026-03-30,AC0028,2026-03-30,26,7,0.694,0.691
PU-AC0028-2026-04-06,AC0028,2026-04-06,33,7,0.733,0.658
PU-AC0028-2026-04-13,AC0028,2026-04-13,28,8,0.647,0.522
PU-AC0028-2026-04-20,AC0028,2026-04-20,29,8,0.787,0.607
PU-AC0028-2026-04-27,AC0028,2026-04-27,31,8,0.748,0.665
PU-AC0028-2026-05-04,AC0028,2026-05-04,31,8,0.797,0.596
PU-AC0028-2026-05-11,AC0028,2026-05-11,30,6,0.868,0.578
PU-AC0028-2026-05-18,AC0028,2026-05-18,31,8,0.644,0.675
PU-AC0028-2026-05-25,AC0028,2026-05-25,29,8,0.874,0.51
PU-AC0028-2026-06-01,AC0028,2026-06-01,30,7,0.743,0.516
PU-AC0028-2026-06-08,AC0028,2026-06-08,30,8,0.651,0.661
PU-AC0028-2026-06-15,AC0028,2026-06-15,28,8,0.577,0.562
PU-AC0028-2026-06-22,AC0028,2026-06-22,32,6,0.874,0.897
PU-AC0028-2026-06-29,AC0028,2026-06-29,30,8,0.877,0.678
PU-AC0028-2026-07-06,AC0028,2026-07-06,29,6,0.782,0.542
PU-AC0028-2026-07-13,AC0028,2026-07-13,31,8,0.809,0.704
PU-AC0028-2026-07-20,AC0028,2026-07-20,28,8,0.582,0.601
PU-AC0028-2026-07-27,AC0028,2026-07-27,33,8,0.657,0.515
PU-AC0028-2026-08-03,AC0028,2026-08-03,32,7,0.723,0.507
PU-AC0028-2026-08-10,AC0028,2026-08-10,29,8,0.756,0.481
PU-AC0028-2026-08-17,AC0028,2026-08-17,33,7,0.766,0.54
PU-AC0028-2026-08-24,AC0028,2026-08-24,29,8,0.784,0.859
PU-AC0029-2025-09-01,AC0029,2025-09-01,28,5,0.836,0.796
PU-AC0029-2025-09-08,AC0029,2025-09-08,28,7,0.829,0.509
PU-AC0029-2025-09-15,AC0029,2025-09-15,31,7,0.787,0.594
PU-AC0029-2025-09-22,AC0029,2025-09-22,28,5,0.638,0.396
PU-AC0029-2025-09-29,AC0029,2025-09-29,29,5,0.525,0.697
PU-AC0029-2025-10-06,AC0029,2025-10-06,27,5,0.66,0.66
PU-AC0029-2025-10-13,AC0029,2025-10-13,26,5,0.678,0.737
PU-AC0029-2025-10-20,AC0029,2025-10-20,28,5,0.922,0.557
PU-AC0029-2025-10-27,AC0029,2025-10-27,30,5,0.7,0.625
PU-AC0029-2025-11-03,AC0029,2025-11-03,29,6,0.741,0.774
PU-AC0029-2025-11-10,AC0029,2025-11-10,31,6,0.735,0.703
PU-AC0029-2025-11-17,AC0029,2025-11-17,26,5,0.607,0.368
PU-AC0029-2025-11-24,AC0029,2025-11-24,30,7,0.693,0.98
PU-AC0029-2025-12-01,AC0029,2025-12-01,29,6,0.732,0.7
PU-AC0029-2025-12-08,AC0029,2025-12-08,28,5,0.724,0.729
PU-AC0029-2025-12-15,AC0029,2025-12-15,28,7,0.723,0.688
PU-AC0029-2025-12-22,AC0029,2025-12-22,29,6,0.772,0.59
PU-AC0029-2025-12-29,AC0029,2025-12-29,25,7,0.775,0.612
PU-AC0029-2026-01-05,AC0029,2026-01-05,29,6,0.622,0.588
PU-AC0029-2026-01-12,AC0029,2026-01-12,31,7,0.55,0.755
PU-AC0029-2026-01-19,AC0029,2026-01-19,26,6,0.828,0.779
PU-AC0029-2026-01-26,AC0029,2026-01-26,28,6,0.604,0.848
PU-AC0029-2026-02-02,AC0029,2026-02-02,29,5,0.739,0.512
PU-AC0029-2026-02-09,AC0029,2026-02-09,29,6,0.694,0.821
PU-AC0029-2026-02-16,AC0029,2026-02-16,26,6,0.857,0.799
PU-AC0029-2026-02-23,AC0029,2026-02-23,28,6,0.936,0.467
PU-AC0029-2026-03-02,AC0029,2026-03-02,23,6,0.563,0.873
PU-AC0029-2026-03-09,AC0029,2026-03-09,30,6,0.743,0.559
PU-AC0029-2026-03-16,AC0029,2026-03-16,28,6,0.793,0.788
PU-AC0029-2026-03-23,AC0029,2026-03-23,28,7,0.689,0.471
PU-AC0029-2026-03-30,AC0029,2026-03-30,26,5,0.519,0.91
PU-AC0029-2026-04-06,AC0029,2026-04-06,29,5,0.424,0.536
PU-AC0029-2026-04-13,AC0029,2026-04-13,29,5,0.612,0.756
PU-AC0029-2026-04-20,AC0029,2026-04-20,29,6,0.567,0.737
PU-AC0029-2026-04-27,AC0029,2026-04-27,28,5,0.871,0.391
PU-AC0029-2026-05-04,AC0029,2026-05-04,31,6,0.693,0.764
PU-AC0029-2026-05-11,AC0029,2026-05-11,25,6,0.893,0.603
PU-AC0029-2026-05-18,AC0029,2026-05-18,26,7,0.815,0.432
PU-AC0029-2026-05-25,AC0029,2026-05-25,29,6,0.817,0.766
PU-AC0029-2026-06-01,AC0029,2026-06-01,29,5,0.544,0.595
PU-AC0029-2026-06-08,AC0029,2026-06-08,26,7,0.504,0.644
PU-AC0029-2026-06-15,AC0029,2026-06-15,27,6,0.93,0.634
PU-AC0029-2026-06-22,AC0029,2026-06-22,29,6,0.702,0.802
PU-AC0029-2026-06-29,AC0029,2026-06-29,29,6,0.745,0.585
PU-AC0029-2026-07-06,AC0029,2026-07-06,30,7,0.715,0.447
PU-AC0029-2026-07-13,AC0029,2026-07-13,25,6,0.85,0.552
PU-AC0029-2026-07-20,AC0029,2026-07-20,28,5,0.913,0.495
PU-AC0029-2026-07-27,AC0029,2026-07-27,26,7,0.864,0.754
PU-AC0029-2026-08-03,AC0029,2026-08-03,31,6,0.637,0.601
PU-AC0029-2026-08-10,AC0029,2026-08-10,31,6,0.624,0.678
PU-AC0029-2026-08-17,AC0029,2026-08-17,29,5,0.713,0.491
PU-AC0029-2026-08-24,AC0029,2026-08-24,26,6,0.752,0.533
PU-AC0030-2025-09-01,AC0030,2025-09-01,68,41,0.861,0.632
PU-AC0030-2025-09-08,AC0030,2025-09-08,69,31,0.955,0.749
PU-AC0030-2025-09-15,AC0030,2025-09-15,69,40,0.675,0.722
PU-AC0030-2025-09-22,AC0030,2025-09-22,76,34,0.841,0.729
PU-AC0030-2025-09-29,AC0030,2025-09-29,75,36,0.627,0.724
PU-AC0030-2025-10-06,AC0030,2025-10-06,72,33,0.696,0.595
PU-AC0030-2025-10-13,AC0030,2025-10-13,70,34,0.8,0.7
PU-AC0030-2025-10-20,AC0030,2025-10-20,77,38,0.497,0.573
PU-AC0030-2025-10-27,AC0030,2025-10-27,63,39,0.696,0.771
PU-AC0030-2025-11-03,AC0030,2025-11-03,66,31,0.788,0.673
PU-AC0030-2025-11-10,AC0030,2025-11-10,76,40,0.968,0.461
PU-AC0030-2025-11-17,AC0030,2025-11-17,75,33,0.844,0.757
PU-AC0030-2025-11-24,AC0030,2025-11-24,67,41,0.563,0.613
PU-AC0030-2025-12-01,AC0030,2025-12-01,68,31,0.671,0.661
PU-AC0030-2025-12-08,AC0030,2025-12-08,75,34,0.775,0.319
PU-AC0030-2025-12-15,AC0030,2025-12-15,74,33,0.644,0.749
PU-AC0030-2025-12-22,AC0030,2025-12-22,68,33,0.8,0.764
PU-AC0030-2025-12-29,AC0030,2025-12-29,64,35,0.623,0.73
PU-AC0030-2026-01-05,AC0030,2026-01-05,65,39,0.89,0.545
PU-AC0030-2026-01-12,AC0030,2026-01-12,75,39,0.641,0.646
PU-AC0030-2026-01-19,AC0030,2026-01-19,74,40,0.712,0.676
PU-AC0030-2026-01-26,AC0030,2026-01-26,69,39,0.694,0.413
PU-AC0030-2026-02-02,AC0030,2026-02-02,69,31,0.929,0.707
PU-AC0030-2026-02-09,AC0030,2026-02-09,73,37,0.643,0.801
PU-AC0030-2026-02-16,AC0030,2026-02-16,74,34,0.588,0.381
PU-AC0030-2026-02-23,AC0030,2026-02-23,66,40,0.801,0.568
PU-AC0030-2026-03-02,AC0030,2026-03-02,69,31,0.63,0.595
PU-AC0030-2026-03-09,AC0030,2026-03-09,72,34,0.773,0.414
PU-AC0030-2026-03-16,AC0030,2026-03-16,72,40,0.928,0.622
PU-AC0030-2026-03-23,AC0030,2026-03-23,73,38,0.779,0.679
PU-AC0030-2026-03-30,AC0030,2026-03-30,78,34,0.419,0.585
PU-AC0030-2026-04-06,AC0030,2026-04-06,74,33,0.564,0.56
PU-AC0030-2026-04-13,AC0030,2026-04-13,67,33,0.742,0.617
PU-AC0030-2026-04-20,AC0030,2026-04-20,75,38,0.683,0.579
PU-AC0030-2026-04-27,AC0030,2026-04-27,74,34,0.804,0.63
PU-AC0030-2026-05-04,AC0030,2026-05-04,74,32,0.897,0.772
PU-AC0030-2026-05-11,AC0030,2026-05-11,73,30,0.674,0.371
PU-AC0030-2026-05-18,AC0030,2026-05-18,71,38,0.831,0.571
PU-AC0030-2026-05-25,AC0030,2026-05-25,77,41,0.771,0.635
PU-AC0030-2026-06-01,AC0030,2026-06-01,71,31,0.805,0.575
PU-AC0030-2026-06-08,AC0030,2026-06-08,72,36,0.658,0.501
PU-AC0030-2026-06-15,AC0030,2026-06-15,83,39,0.672,0.539
PU-AC0030-2026-06-22,AC0030,2026-06-22,78,34,0.832,0.611
PU-AC0030-2026-06-29,AC0030,2026-06-29,76,34,0.727,0.572
PU-AC0030-2026-07-06,AC0030,2026-07-06,69,33,0.761,0.563
PU-AC0030-2026-07-13,AC0030,2026-07-13,77,33,0.595,0.717
PU-AC0030-2026-07-20,AC0030,2026-07-20,71,39,0.946,0.689
PU-AC0030-2026-07-27,AC0030,2026-07-27,68,36,0.552,0.217
PU-AC0030-2026-08-03,AC0030,2026-08-03,72,31,0.735,0.839
PU-AC0030-2026-08-10,AC0030,2026-08-10,77,32,0.808,0.484
PU-AC0030-2026-08-17,AC0030,2026-08-17,70,31,0.685,0.588
PU-AC0030-2026-08-24,AC0030,2026-08-24,75,30,0.64,0.489
PU-AC0031-2025-09-01,AC0031,2025-09-01,31,7,0.589,0.548
PU-AC0031-2025-09-08,AC0031,2025-09-08,33,7,0.869,0.546
PU-AC0031-2025-09-15,AC0031,2025-09-15,35,8,0.81,0.823
PU-AC0031-2025-09-22,AC0031,2025-09-22,31,7,0.714,0.726
PU-AC0031-2025-09-29,AC0031,2025-09-29,32,9,0.75,0.537
PU-AC0031-2025-10-06,AC0031,2025-10-06,35,7,0.757,0.661
PU-AC0031-2025-10-13,AC0031,2025-10-13,31,7,0.77,0.51
PU-AC0031-2025-10-20,AC0031,2025-10-20,31,8,0.754,0.386
PU-AC0031-2025-10-27,AC0031,2025-10-27,30,7,0.681,0.687
PU-AC0031-2025-11-03,AC0031,2025-11-03,31,7,0.862,0.475
PU-AC0031-2025-11-10,AC0031,2025-11-10,31,8,0.924,0.822
PU-AC0031-2025-11-17,AC0031,2025-11-17,30,6,0.875,0.577
PU-AC0031-2025-11-24,AC0031,2025-11-24,33,7,0.826,0.591
PU-AC0031-2025-12-01,AC0031,2025-12-01,30,7,0.304,0.597
PU-AC0031-2025-12-08,AC0031,2025-12-08,34,8,0.52,0.816
PU-AC0031-2025-12-15,AC0031,2025-12-15,32,7,0.717,0.816
PU-AC0031-2025-12-22,AC0031,2025-12-22,30,6,0.774,0.68
PU-AC0031-2025-12-29,AC0031,2025-12-29,30,7,0.821,0.719
PU-AC0031-2026-01-05,AC0031,2026-01-05,31,9,0.753,0.73
PU-AC0031-2026-01-12,AC0031,2026-01-12,32,7,0.892,0.599
PU-AC0031-2026-01-19,AC0031,2026-01-19,32,8,0.611,0.513
PU-AC0031-2026-01-26,AC0031,2026-01-26,33,6,0.951,0.265
PU-AC0031-2026-02-02,AC0031,2026-02-02,31,8,0.679,0.737
PU-AC0031-2026-02-09,AC0031,2026-02-09,33,8,0.698,0.725
PU-AC0031-2026-02-16,AC0031,2026-02-16,31,8,0.594,0.519
PU-AC0031-2026-02-23,AC0031,2026-02-23,33,8,0.781,0.871
PU-AC0031-2026-03-02,AC0031,2026-03-02,31,7,0.569,0.381
PU-AC0031-2026-03-09,AC0031,2026-03-09,34,7,0.661,0.512
PU-AC0031-2026-03-16,AC0031,2026-03-16,34,7,0.947,0.708
PU-AC0031-2026-03-23,AC0031,2026-03-23,32,8,0.912,0.632
PU-AC0031-2026-03-30,AC0031,2026-03-30,31,9,0.842,0.923
PU-AC0031-2026-04-06,AC0031,2026-04-06,27,9,0.671,0.772
PU-AC0031-2026-04-13,AC0031,2026-04-13,34,9,0.879,0.62
PU-AC0031-2026-04-20,AC0031,2026-04-20,34,7,0.954,0.608
PU-AC0031-2026-04-27,AC0031,2026-04-27,33,8,0.995,0.505
PU-AC0031-2026-05-04,AC0031,2026-05-04,30,8,0.665,0.514
PU-AC0031-2026-05-11,AC0031,2026-05-11,34,7,0.512,0.671
PU-AC0031-2026-05-18,AC0031,2026-05-18,34,8,0.594,0.773
PU-AC0031-2026-05-25,AC0031,2026-05-25,33,8,0.715,0.398
PU-AC0031-2026-06-01,AC0031,2026-06-01,34,7,0.66,0.791
PU-AC0031-2026-06-08,AC0031,2026-06-08,34,8,0.666,0.776
PU-AC0031-2026-06-15,AC0031,2026-06-15,31,8,0.636,0.624
PU-AC0031-2026-06-22,AC0031,2026-06-22,32,7,0.709,0.597
PU-AC0031-2026-06-29,AC0031,2026-06-29,33,7,0.638,0.821
PU-AC0031-2026-07-06,AC0031,2026-07-06,36,9,0.664,0.822
PU-AC0031-2026-07-13,AC0031,2026-07-13,31,7,0.717,0.413
PU-AC0031-2026-07-20,AC0031,2026-07-20,29,7,0.679,0.757
PU-AC0031-2026-07-27,AC0031,2026-07-27,34,7,0.52,0.679
PU-AC0031-2026-08-03,AC0031,2026-08-03,29,9,0.788,0.5
PU-AC0031-2026-08-10,AC0031,2026-08-10,30,7,0.753,0.743
PU-AC0031-2026-08-17,AC0031,2026-08-17,33,9,0.745,0.536
PU-AC0031-2026-08-24,AC0031,2026-08-24,33,8,0.799,0.536
PU-AC0032-2025-09-01,AC0032,2025-09-01,31,10,0.782,0.601
PU-AC0032-2025-09-08,AC0032,2025-09-08,26,9,0.833,0.793
PU-AC0032-2025-09-15,AC0032,2025-09-15,30,8,0.734,0.61
PU-AC0032-2025-09-22,AC0032,2025-09-22,23,7,0.51,0.54
PU-AC0032-2025-09-29,AC0032,2025-09-29,27,10,0.728,0.587
PU-AC0032-2025-10-06,AC0032,2025-10-06,28,8,0.59,0.611
PU-AC0032-2025-10-13,AC0032,2025-10-13,31,10,0.847,0.803
PU-AC0032-2025-10-20,AC0032,2025-10-20,29,9,0.683,0.53
PU-AC0032-2025-10-27,AC0032,2025-10-27,27,10,0.841,0.575
PU-AC0032-2025-11-03,AC0032,2025-11-03,23,8,0.597,0.583
PU-AC0032-2025-11-10,AC0032,2025-11-10,30,9,0.714,0.636
PU-AC0032-2025-11-17,AC0032,2025-11-17,26,9,0.437,0.725
PU-AC0032-2025-11-24,AC0032,2025-11-24,28,7,0.731,0.452
PU-AC0032-2025-12-01,AC0032,2025-12-01,24,9,0.683,0.597
PU-AC0032-2025-12-08,AC0032,2025-12-08,29,9,0.868,0.418
PU-AC0032-2025-12-15,AC0032,2025-12-15,29,9,0.773,0.69
PU-AC0032-2025-12-22,AC0032,2025-12-22,27,7,0.765,0.384
PU-AC0032-2025-12-29,AC0032,2025-12-29,29,8,0.818,0.483
PU-AC0032-2026-01-05,AC0032,2026-01-05,28,9,0.71,0.553
PU-AC0032-2026-01-12,AC0032,2026-01-12,29,7,0.482,0.623
PU-AC0032-2026-01-19,AC0032,2026-01-19,25,8,0.694,0.525
PU-AC0032-2026-01-26,AC0032,2026-01-26,25,9,0.604,0.549
PU-AC0032-2026-02-02,AC0032,2026-02-02,26,7,0.615,0.688
PU-AC0032-2026-02-09,AC0032,2026-02-09,26,9,0.491,0.689
PU-AC0032-2026-02-16,AC0032,2026-02-16,28,9,0.641,0.478
PU-AC0032-2026-02-23,AC0032,2026-02-23,24,7,0.918,0.638
PU-AC0032-2026-03-02,AC0032,2026-03-02,27,9,0.729,0.551
PU-AC0032-2026-03-09,AC0032,2026-03-09,28,9,0.673,0.506
PU-AC0032-2026-03-16,AC0032,2026-03-16,26,9,0.503,0.612
PU-AC0032-2026-03-23,AC0032,2026-03-23,29,10,0.729,0.85
PU-AC0032-2026-03-30,AC0032,2026-03-30,26,9,0.753,0.67
PU-AC0032-2026-04-06,AC0032,2026-04-06,27,9,0.773,0.704
PU-AC0032-2026-04-13,AC0032,2026-04-13,25,8,0.623,0.433
PU-AC0032-2026-04-20,AC0032,2026-04-20,27,10,0.768,0.645
PU-AC0032-2026-04-27,AC0032,2026-04-27,28,10,0.881,0.771
PU-AC0032-2026-05-04,AC0032,2026-05-04,27,8,0.571,0.401
PU-AC0032-2026-05-11,AC0032,2026-05-11,31,9,0.94,0.7
PU-AC0032-2026-05-18,AC0032,2026-05-18,27,9,0.929,0.502
PU-AC0032-2026-05-25,AC0032,2026-05-25,26,8,0.72,0.764
PU-AC0032-2026-06-01,AC0032,2026-06-01,27,8,0.718,0.721
PU-AC0032-2026-06-08,AC0032,2026-06-08,28,7,0.597,0.98
PU-AC0032-2026-06-15,AC0032,2026-06-15,29,7,0.72,0.472
PU-AC0032-2026-06-22,AC0032,2026-06-22,25,8,0.755,0.848
PU-AC0032-2026-06-29,AC0032,2026-06-29,26,8,0.559,0.776
PU-AC0032-2026-07-06,AC0032,2026-07-06,28,7,1.0,0.562
PU-AC0032-2026-07-13,AC0032,2026-07-13,27,10,0.585,0.337
PU-AC0032-2026-07-20,AC0032,2026-07-20,29,9,0.543,0.805
PU-AC0032-2026-07-27,AC0032,2026-07-27,29,10,0.768,0.749
PU-AC0032-2026-08-03,AC0032,2026-08-03,28,9,0.574,0.744
PU-AC0032-2026-08-10,AC0032,2026-08-10,28,9,0.859,0.777
PU-AC0032-2026-08-17,AC0032,2026-08-17,28,9,0.728,0.836
PU-AC0032-2026-08-24,AC0032,2026-08-24,29,8,0.614,0.881
PU-AC0033-2025-09-01,AC0033,2025-09-01,44,21,0.721,0.279
PU-AC0033-2025-09-08,AC0033,2025-09-08,40,20,0.517,0.564
PU-AC0033-2025-09-15,AC0033,2025-09-15,42,21,0.626,0.817
PU-AC0033-2025-09-22,AC0033,2025-09-22,45,22,0.742,0.688
PU-AC0033-2025-09-29,AC0033,2025-09-29,41,24,0.795,0.583
PU-AC0033-2025-10-06,AC0033,2025-10-06,46,21,0.892,0.551
PU-AC0033-2025-10-13,AC0033,2025-10-13,47,20,0.654,0.56
PU-AC0033-2025-10-20,AC0033,2025-10-20,45,21,0.635,0.659
PU-AC0033-2025-10-27,AC0033,2025-10-27,45,25,0.73,0.568
PU-AC0033-2025-11-03,AC0033,2025-11-03,43,23,0.6,0.805
PU-AC0033-2025-11-10,AC0033,2025-11-10,42,24,0.651,0.783
PU-AC0033-2025-11-17,AC0033,2025-11-17,42,21,0.692,0.483
PU-AC0033-2025-11-24,AC0033,2025-11-24,42,20,0.716,0.629
PU-AC0033-2025-12-01,AC0033,2025-12-01,43,21,0.721,0.71
PU-AC0033-2025-12-08,AC0033,2025-12-08,39,21,0.876,0.64
PU-AC0033-2025-12-15,AC0033,2025-12-15,42,22,0.776,0.562
PU-AC0033-2025-12-22,AC0033,2025-12-22,37,20,0.708,0.847
PU-AC0033-2025-12-29,AC0033,2025-12-29,44,21,0.734,0.444
PU-AC0033-2026-01-05,AC0033,2026-01-05,44,23,0.608,0.447
PU-AC0033-2026-01-12,AC0033,2026-01-12,45,20,0.626,0.782
PU-AC0033-2026-01-19,AC0033,2026-01-19,39,23,0.691,0.543
PU-AC0033-2026-01-26,AC0033,2026-01-26,44,22,0.802,0.342
PU-AC0033-2026-02-02,AC0033,2026-02-02,44,20,0.858,0.727
PU-AC0033-2026-02-09,AC0033,2026-02-09,46,21,0.831,0.556
PU-AC0033-2026-02-16,AC0033,2026-02-16,41,21,0.862,0.615
PU-AC0033-2026-02-23,AC0033,2026-02-23,43,20,0.697,0.61
PU-AC0033-2026-03-02,AC0033,2026-03-02,44,24,0.721,0.645
PU-AC0033-2026-03-09,AC0033,2026-03-09,41,23,0.735,0.638
PU-AC0033-2026-03-16,AC0033,2026-03-16,48,20,0.556,0.436
PU-AC0033-2026-03-23,AC0033,2026-03-23,42,25,0.79,0.706
PU-AC0033-2026-03-30,AC0033,2026-03-30,45,20,0.783,0.883
PU-AC0033-2026-04-06,AC0033,2026-04-06,42,24,0.607,0.736
