survey_id,account_id,survey_type,score,comment,survey_date,linked_interaction_id
SV00405,AC0065,CSAT,4,Clear answer,2025-11-06,TK00638
SV00406,AC0142,CSAT,3,Clear answer,2026-04-27,TK02305
SV00407,AC0144,CSAT,5,Still waiting,2026-05-03,TK02365
SV00408,AC0117,CSAT,4,Great help,2026-01-09,TK01265
SV00409,AC0101,CSAT,4,,2026-01-20,TK01354
SV00410,AC0057,CSAT,2,Great help,2026-05-14,TK02480
SV00411,AC0147,CSAT,3,Helpful but issue remains,2026-07-25,TK03214
SV00412,AC0017,CSAT,3,Slow resolution,2026-06-20,TK02881
SV00413,AC0140,CSAT,3,Helpful but issue remains,2025-11-12,TK00708
SV00414,AC0070,CSAT,2,Helpful but issue remains,2025-10-12,TK00357
SV00415,AC0132,CSAT,4,Helpful but issue remains,2025-11-09,TK00668
SV00416,AC0117,CSAT,4,Clear answer,2026-07-20,TK03165
SV00417,AC0065,CSAT,3,,2025-10-13,TK00359
SV00418,AC0047,CSAT,5,Clear answer,2026-06-09,TK02752
SV00419,AC0138,CSAT,3,Great help,2025-09-21,TK00179
SV00420,AC0131,CSAT,5,Great help,2026-05-25,TK02569
SV00421,AC0057,CSAT,4,Great help,2025-11-24,TK00834
SV00422,AC0107,CSAT,3,Still waiting,2025-10-28,TK00525
SV00423,AC0065,CSAT,5,Slow resolution,2025-11-06,TK00632
SV00424,AC0061,CSAT,4,Clear answer,2026-04-21,TK02228
SV00425,AC0150,CSAT,5,Slow resolution,2026-03-08,TK01777
SV00426,AC0015,CSAT,4,Slow resolution,2026-04-06,TK02091
SV00427,AC0066,CSAT,4,Helpful but issue remains,2025-11-12,TK00718
SV00428,AC0130,CSAT,3,Helpful but issue remains,2026-04-28,TK02311
SV00429,AC0140,CSAT,4,,2025-12-20,TK01083
SV00430,AC0117,CSAT,5,Slow resolution,2025-12-19,TK01069
SV00431,AC0018,CSAT,1,Great help,2025-10-27,TK00514
SV00432,AC0114,CSAT,4,Still waiting,2025-12-10,TK00978
SV00433,AC0139,CSAT,5,,2025-10-31,TK00570
SV00434,AC0026,CSAT,5,Great help,2026-05-11,TK02438
SV00435,AC0046,CSAT,3,Clear answer,2026-07-14,TK03107
SV00436,AC0125,CSAT,5,Helpful but issue remains,2026-06-23,TK02916
SV00437,AC0048,CSAT,3,Still waiting,2026-03-03,TK01732
SV00438,AC0061,CSAT,5,,2025-10-13,TK00363
SV00439,AC0047,CSAT,3,Clear answer,2026-03-25,TK01972
SV00440,AC0085,CSAT,4,Clear answer,2026-08-18,TK03426
SV00441,AC0087,CSAT,3,,2026-03-19,TK01903
SV00442,AC0109,CSAT,5,Slow resolution,2026-06-17,TK02853
SV00443,AC0045,CSAT,5,,2025-10-01,TK00268
SV00444,AC0102,CSAT,3,,2026-04-07,TK02095
SV00445,AC0034,CSAT,5,Still waiting,2026-05-14,TK02479
SV00446,AC0125,CSAT,4,Slow resolution,2026-07-12,TK03091
SV00447,AC0100,CSAT,5,Clear answer,2025-12-19,TK01068
SV00448,AC0117,CSAT,3,Slow resolution,2025-10-30,TK00547
SV00449,AC0025,CSAT,3,Clear answer,2025-11-07,TK00652
SV00450,AC0078,CSAT,4,Still waiting,2026-05-04,TK02370
SV00451,AC0105,CSAT,4,Great help,2026-06-07,TK02722
SV00452,AC0030,CSAT,3,Great help,2026-08-22,TK03465
SV00453,AC0067,CSAT,3,Still waiting,2026-01-29,TK01439
SV00454,AC0105,CSAT,3,Helpful but issue remains,2026-03-15,TK01854
SV00455,AC0018,CSAT,2,Great help,2026-05-20,TK02540
SV00456,AC0014,CSAT,5,Still waiting,2026-04-29,TK02329
SV00457,AC0063,CSAT,3,Great help,2026-03-14,TK01845
SV00458,AC0088,CSAT,4,Still waiting,2025-09-01,TK00013
SV00459,AC0044,CSAT,5,Clear answer,2026-02-14,TK01585
SV00460,AC0132,CSAT,5,Still waiting,2025-12-13,TK01011
SV00461,AC0137,CSAT,5,Still waiting,2025-11-13,TK00733
SV00462,AC0021,CSAT,3,Still waiting,2026-07-08,TK03054
SV00463,AC0015,CSAT,3,Still waiting,2026-04-03,TK02064
SV00464,AC0146,CSAT,4,Still waiting,2026-04-19,TK02201
SV00465,AC0074,CSAT,3,,2026-07-22,TK03183
SV00466,AC0140,CSAT,4,Great help,2026-06-26,TK02941
SV00467,AC0088,CSAT,4,Still waiting,2026-05-29,TK02623
SV00468,AC0121,CSAT,4,Still waiting,2026-06-29,TK02974
SV00469,AC0121,CSAT,5,,2026-08-13,TK03395
SV00470,AC0088,CSAT,5,Great help,2026-05-04,TK02379
SV00471,AC0003,CSAT,3,Great help,2026-01-13,TK01303
SV00472,AC0020,CSAT,3,Slow resolution,2025-11-11,TK00702
SV00473,AC0117,CSAT,4,Clear answer,2025-11-10,TK00673
SV00474,AC0087,CSAT,5,Great help,2025-09-12,TK00100
SV00475,AC0047,CSAT,4,Still waiting,2026-08-08,TK03337
SV00476,AC0099,CSAT,4,,2026-03-05,TK01749
SV00477,AC0142,CSAT,3,,2025-11-08,TK00659
SV00478,AC0104,CSAT,4,Clear answer,2025-11-12,TK00721
SV00479,AC0117,CSAT,4,,2026-02-18,TK01628
SV00480,AC0130,CSAT,5,Great help,2026-06-24,TK02924
SV00481,AC0008,CSAT,5,Clear answer,2026-04-21,TK02218
SV00482,AC0085,CSAT,4,Clear answer,2026-07-13,TK03103
SV00483,AC0002,CSAT,5,Great help,2026-06-02,TK02654
SV00484,AC0130,CSAT,4,Clear answer,2025-11-03,TK00601
SV00485,AC0096,CSAT,4,Clear answer,2026-01-19,TK01348
SV00486,AC0057,CSAT,4,Slow resolution,2026-04-18,TK02190
SV00487,AC0085,CSAT,5,Slow resolution,2026-08-06,TK03324
SV00488,AC0132,CSAT,4,,2026-06-11,TK02782
SV00489,AC0131,CSAT,5,Still waiting,2026-06-20,TK02878
SV00490,AC0074,CSAT,4,,2026-04-02,TK02061
SV00491,AC0134,CSAT,4,Helpful but issue remains,2026-02-09,TK01532
SV00492,AC0137,CSAT,4,Clear answer,2025-10-01,TK00260
SV00493,AC0067,CSAT,4,,2026-08-12,TK03376
SV00494,AC0057,CSAT,3,Helpful but issue remains,2026-03-15,TK01855
SV00495,AC0056,CSAT,3,Still waiting,2025-11-27,TK00859
SV00496,AC0082,CSAT,4,Clear answer,2026-01-26,TK01413
SV00497,AC0090,CSAT,4,Still waiting,2026-01-18,TK01344
SV00498,AC0077,CSAT,5,Clear answer,2026-03-11,TK01810
SV00499,AC0020,CSAT,5,Helpful but issue remains,2026-04-04,TK02077
SV00500,AC0019,CSAT,4,Slow resolution,2026-04-30,TK02339
SV00501,AC0145,CSAT,4,Clear answer,2026-04-15,TK02165
SV00502,AC0068,CSAT,3,Still waiting,2026-05-21,TK02544
SV00503,AC0064,CSAT,4,Slow resolution,2026-03-28,TK02001
SV00504,AC0117,CSAT,3,Great help,2025-10-08,TK00315
SV00505,AC0086,CSAT,4,Clear answer,2025-12-14,TK01016
SV00506,AC0132,CSAT,3,Still waiting,2026-03-21,TK01927
SV00507,AC0105,CSAT,4,Still waiting,2026-07-25,TK03212
SV00508,AC0054,CSAT,4,Still waiting,2026-02-15,TK01597
SV00509,AC0150,CSAT,4,,2026-02-04,TK01484
SV00510,AC0046,CSAT,5,Helpful but issue remains,2026-04-09,TK02120
SV00511,AC0046,CSAT,5,,2026-06-23,TK02912
SV00512,AC0030,CSAT,2,Great help,2026-01-23,TK01382
SV00513,AC0131,CSAT,5,Still waiting,2026-08-03,TK03299
SV00514,AC0137,CSAT,5,Clear answer,2026-02-20,TK01643
SV00515,AC0105,CSAT,3,Helpful but issue remains,2026-02-27,TK01697
SV00516,AC0082,CSAT,3,Clear answer,2026-06-14,TK02819
SV00517,AC0114,CSAT,4,Clear answer,2025-12-16,TK01040
SV00518,AC0131,CSAT,3,Still waiting,2026-03-19,TK01902
SV00519,AC0092,CSAT,4,Clear answer,2026-01-04,TK01219
SV00520,AC0046,CSAT,5,Clear answer,2026-08-14,TK03398
SV00521,AC0113,CSAT,3,Great help,2025-11-02,TK00583
SV00522,AC0148,CSAT,4,,2025-11-26,TK00848
SV00523,AC0137,CSAT,4,,2026-07-16,TK03133
SV00524,AC0017,CSAT,3,Slow resolution,2026-02-27,TK01698
SV00525,AC0074,CSAT,5,Slow resolution,2026-01-10,TK01277
SV00526,AC0148,CSAT,3,Still waiting,2026-04-04,TK02075
SV00527,AC0141,CSAT,4,Still waiting,2025-12-25,TK01124
SV00528,AC0049,CSAT,4,Slow resolution,2026-01-15,TK01314
SV00529,AC0140,CSAT,4,Clear answer,2025-11-06,TK00639
SV00530,AC0099,CSAT,4,Great help,2025-10-27,TK00524
SV00531,AC0016,CSAT,5,,2025-09-25,TK00204
SV00532,AC0127,CSAT,4,Clear answer,2026-03-24,TK01950
SV00533,AC0025,CSAT,2,Clear answer,2025-12-12,TK01003
SV00534,AC0100,CSAT,5,Great help,2026-06-18,TK02865
SV00535,AC0073,CSAT,4,Helpful but issue remains,2025-11-05,TK00620
SV00536,AC0099,CSAT,5,Slow resolution,2026-07-22,TK03176
SV00537,AC0085,CSAT,4,Slow resolution,2026-05-20,TK02538
SV00538,AC0065,CSAT,5,Great help,2025-10-14,TK00373
SV00539,AC0058,CSAT,5,Slow resolution,2026-05-16,TK02499
SV00540,AC0050,CSAT,4,Great help,2025-12-20,TK01079
SV00541,AC0127,CSAT,4,Clear answer,2026-05-08,TK02408
SV00542,AC0074,CSAT,5,,2026-05-03,TK02367
SV00543,AC0132,CSAT,4,Clear answer,2026-05-09,TK02421
SV00544,AC0127,CSAT,1,Clear answer,2025-12-29,TK01167
SV00545,AC0138,CSAT,3,Helpful but issue remains,2026-05-15,TK02490
SV00546,AC0142,CSAT,5,Clear answer,2026-07-20,TK03162
SV00547,AC0100,CSAT,5,Helpful but issue remains,2026-04-22,TK02243
SV00548,AC0127,CSAT,4,,2026-08-08,TK03342
SV00549,AC0114,CSAT,2,,2026-06-01,TK02651
SV00550,AC0047,CSAT,3,,2026-05-26,TK02582
SV00551,AC0104,CSAT,4,,2026-08-14,TK03402
SV00552,AC0020,CSAT,5,,2025-09-27,TK00225
SV00553,AC0066,CSAT,5,,2026-01-09,TK01264
SV00554,AC0087,CSAT,5,Clear answer,2025-09-20,TK00173
SV00555,AC0072,CSAT,4,Helpful but issue remains,2026-06-07,TK02721
SV00556,AC0030,CSAT,4,Slow resolution,2025-09-13,TK00111
SV00557,AC0088,CSAT,4,Still waiting,2026-01-29,TK01431
SV00558,AC0085,CSAT,4,Slow resolution,2026-06-06,TK02709
SV00559,AC0051,CSAT,4,,2026-07-31,TK03270
SV00560,AC0119,CSAT,4,Clear answer,2026-03-29,TK02003
SV00561,AC0058,CSAT,5,,2025-09-30,TK00256
SV00562,AC0075,CSAT,4,,2026-06-05,TK02691
SV00563,AC0101,CSAT,5,Clear answer,2026-03-29,TK02004
SV00564,AC0144,CSAT,3,Great help,2026-01-17,TK01333
SV00565,AC0137,CSAT,3,Great help,2026-07-10,TK03071
SV00566,AC0064,CSAT,4,,2026-04-13,TK02147
SV00567,AC0027,CSAT,2,Still waiting,2026-03-08,TK01782
SV00568,AC0033,CSAT,5,,2026-05-28,TK02595
SV00569,AC0004,CSAT,5,Helpful but issue remains,2025-11-14,TK00747
SV00570,AC0088,CSAT,4,Clear answer,2026-02-16,TK01602
SV00571,AC0048,CSAT,4,,2026-06-03,TK02674
SV00572,AC0132,CSAT,3,Great help,2025-09-14,TK00119
SV00573,AC0039,CSAT,2,Great help,2026-02-07,TK01513
SV00574,AC0047,CSAT,4,,2026-05-10,TK02427
SV00575,AC0054,CSAT,4,,2026-06-04,TK02683
SV00576,AC0134,CSAT,4,Great help,2025-12-23,TK01114
SV00577,AC0058,CSAT,5,,2026-03-08,TK01785
SV00578,AC0021,CSAT,5,Helpful but issue remains,2025-09-01,TK00009
SV00579,AC0056,CSAT,4,,2026-08-16,TK03413
SV00580,AC0047,CSAT,3,Helpful but issue remains,2026-01-05,TK01223
SV00581,AC0093,CSAT,4,,2025-12-08,TK00963
SV00582,AC0061,CSAT,4,Great help,2026-06-27,TK02951
SV00583,AC0029,CSAT,3,,2026-01-28,TK01429
SV00584,AC0140,CSAT,4,Slow resolution,2026-08-14,TK03401
SV00585,AC0140,CSAT,3,,2026-01-03,TK01207
SV00586,AC0140,CSAT,3,Clear answer,2025-11-11,TK00706
SV00587,AC0101,CSAT,4,,2026-02-11,TK01551
SV00588,AC0018,CSAT,1,,2025-10-03,TK00276
SV00589,AC0075,CSAT,5,Clear answer,2026-07-02,TK03003
SV00590,AC0020,CSAT,4,,2026-02-28,TK01706
SV00591,AC0064,CSAT,3,Clear answer,2026-04-26,TK02287
SV00592,AC0117,CSAT,4,Helpful but issue remains,2025-10-19,TK00443
SV00593,AC0030,CSAT,3,Slow resolution,2026-02-07,TK01515
SV00594,AC0122,CSAT,4,Clear answer,2026-03-23,TK01941
SV00595,AC0144,CSAT,5,,2026-06-23,TK02911
SV00596,AC0065,CSAT,5,,2026-02-17,TK01620
SV00597,AC0028,CSAT,4,Slow resolution,2026-06-08,TK02745
SV00598,AC0114,CSAT,4,Great help,2026-07-05,TK03031
SV00599,AC0021,CSAT,3,Slow resolution,2026-07-29,TK03250
SV00600,AC0082,CSAT,4,Great help,2025-12-01,TK00898
SV00601,AC0091,CSAT,5,Still waiting,2026-05-22,TK02549
SV00602,AC0008,CSAT,5,Great help,2025-11-06,TK00641
SV00603,AC0103,CSAT,5,Slow resolution,2025-09-02,TK00025
SV00604,AC0067,CSAT,3,Helpful but issue remains,2026-02-05,TK01492
SV00605,AC0042,CSAT,4,,2025-09-07,TK00058
SV00606,AC0117,CSAT,3,Still waiting,2026-05-09,TK02424
SV00607,AC0107,CSAT,5,Helpful but issue remains,2025-09-23,TK00191
SV00608,AC0069,CSAT,4,Still waiting,2026-08-22,TK03468
SV00609,AC0122,CSAT,4,Helpful but issue remains,2025-11-10,TK00677
SV00610,AC0100,CSAT,4,,2026-05-18,TK02516
SV00611,AC0066,CSAT,2,Slow resolution,2025-10-24,TK00493
SV00612,AC0061,CSAT,4,Clear answer,2026-04-04,TK02073
SV00613,AC0047,CSAT,4,Slow resolution,2026-06-30,TK02993
SV00614,AC0105,CSAT,4,,2025-09-01,TK00003
SV00615,AC0049,CSAT,5,Still waiting,2026-06-15,TK02837
SV00616,AC0140,CSAT,4,Slow resolution,2026-08-21,TK03459
SV00617,AC0132,CSAT,3,Helpful but issue remains,2025-09-17,TK00142
SV00618,AC0044,CSAT,4,,2026-02-25,TK01687
SV00619,AC0120,CSAT,3,Helpful but issue remains,2026-03-23,TK01948
SV00620,AC0025,CSAT,3,,2025-11-04,TK00613
SV00621,AC0024,CSAT,4,,2026-04-08,TK02107
SV00622,AC0068,CSAT,4,Slow resolution,2026-03-10,TK01794
SV00623,AC0027,CSAT,4,Great help,2025-11-11,TK00688
SV00624,AC0100,CSAT,4,,2026-03-10,TK01808
SV00625,AC0061,CSAT,5,Great help,2026-05-28,TK02597
SV00626,AC0132,CSAT,5,Still waiting,2025-10-31,TK00569
SV00627,AC0139,CSAT,4,Clear answer,2026-01-31,TK01451
SV00628,AC0037,CSAT,4,Great help,2026-05-26,TK02585
SV00629,AC0061,CSAT,4,Slow resolution,2025-11-14,TK00740
SV00630,AC0100,CSAT,5,Clear answer,2026-05-22,TK02558
SV00631,AC0106,CSAT,4,Clear answer,2026-08-21,TK03452
SV00632,AC0095,CSAT,3,,2026-07-08,TK03050
SV00633,AC0101,CSAT,5,Helpful but issue remains,2026-08-19,TK03440
SV00634,AC0105,CSAT,5,Slow resolution,2025-11-30,TK00893
SV00635,AC0050,CSAT,4,Great help,2026-05-05,TK02383
SV00636,AC0047,CSAT,5,Still waiting,2025-12-17,TK01051
SV00637,AC0137,CSAT,4,Great help,2026-03-24,TK01956
SV00638,AC0132,CSAT,5,Still waiting,2025-12-19,TK01074
SV00639,AC0057,CSAT,4,Still waiting,2026-05-09,TK02423
SV00640,AC0058,CSAT,4,,2025-10-18,TK00427
SV00641,AC0117,CSAT,4,Helpful but issue remains,2026-03-18,TK01883
SV00642,AC0105,CSAT,5,Still waiting,2026-03-03,TK01734
SV00643,AC0037,CSAT,4,Clear answer,2026-06-12,TK02799
SV00644,AC0017,CSAT,2,Great help,2025-11-09,TK00671
SV00645,AC0100,CSAT,3,Still waiting,2026-05-17,TK02509
SV00646,AC0001,CSAT,5,,2025-11-28,TK00869
SV00647,AC0015,CSAT,4,Great help,2026-04-26,TK02289
SV00648,AC0116,CSAT,5,Helpful but issue remains,2025-12-20,TK01085
SV00649,AC0101,CSAT,2,Clear answer,2026-02-24,TK01672
SV00650,AC0059,CSAT,4,Helpful but issue remains,2025-10-18,TK00424
SV00651,AC0084,CSAT,5,Clear answer,2026-08-09,TK03354
SV00652,AC0052,CSAT,3,Clear answer,2025-11-01,TK00579
SV00653,AC0018,CSAT,3,Still waiting,2025-10-04,TK00279
SV00654,AC0001,CSAT,4,Helpful but issue remains,2025-09-18,TK00152
SV00655,AC0142,CSAT,3,Slow resolution,2025-10-14,TK00379
SV00656,AC0017,CSAT,5,Great help,2026-08-16,TK03411
SV00657,AC0090,CSAT,5,Helpful but issue remains,2026-03-02,TK01721
SV00658,AC0115,CSAT,3,,2025-11-11,TK00695
SV00659,AC0099,CSAT,5,Still waiting,2026-01-29,TK01433
SV00660,AC0148,CSAT,4,Still waiting,2026-07-19,TK03157
SV00661,AC0060,CSAT,3,Still waiting,2025-11-13,TK00728
SV00662,AC0148,CSAT,4,Helpful but issue remains,2025-10-15,TK00387
SV00663,AC0075,CSAT,4,Still waiting,2026-08-18,TK03425
SV00664,AC0081,CSAT,3,Still waiting,2026-04-05,TK02082
SV00665,AC0057,CSAT,5,Still waiting,2026-01-05,TK01226
SV00666,AC0003,CSAT,3,Still waiting,2026-05-09,TK02425
SV00667,AC0140,CSAT,5,,2026-06-18,TK02869
SV00668,AC0047,CSAT,3,Clear answer,2025-09-17,TK00143
SV00669,AC0117,CSAT,2,Great help,2026-06-11,TK02778
SV00670,AC0100,CSAT,5,,2026-06-01,TK02645
SV00671,AC0004,CSAT,4,Helpful but issue remains,2026-04-02,TK02055
SV00672,AC0085,CSAT,3,Clear answer,2025-10-20,TK00452
SV00673,AC0058,CSAT,2,Slow resolution,2025-12-29,TK01165
SV00674,AC0142,CSAT,2,Clear answer,2026-07-13,TK03105
SV00675,AC0114,CSAT,4,Still waiting,2026-06-28,TK02967
SV00676,AC0086,CSAT,3,Clear answer,2026-02-20,TK01644
SV00677,AC0117,CSAT,4,,2026-04-22,TK02237
SV00678,AC0138,CSAT,3,Great help,2026-01-13,TK01307
SV00679,AC0004,CSAT,5,Helpful but issue remains,2026-08-02,TK03285
SV00680,AC0121,CSAT,4,Clear answer,2026-05-13,TK02469
SV00681,AC0057,CSAT,2,Clear answer,2026-03-16,TK01876
SV00682,AC0094,CSAT,5,,2025-10-20,TK00457
SV00683,AC0023,CSAT,2,,2026-01-03,TK01210
SV00684,AC0015,CSAT,5,Great help,2026-06-09,TK02756
SV00685,AC0047,CSAT,3,Great help,2025-12-30,TK01172
SV00686,AC0132,CSAT,4,Slow resolution,2026-02-11,TK01548
SV00687,AC0113,CSAT,4,Helpful but issue remains,2026-05-18,TK02515
SV00688,AC0071,CSAT,4,Still waiting,2026-06-28,TK02964
SV00689,AC0140,CSAT,3,Clear answer,2026-05-08,TK02407
SV00690,AC0014,CSAT,4,,2026-06-29,TK02979
SV00691,AC0130,CSAT,2,Slow resolution,2026-08-09,TK03350
SV00692,AC0003,CSAT,3,Still waiting,2026-01-09,TK01268
SV00693,AC0057,CSAT,4,Great help,2026-01-16,TK01327
SV00694,AC0024,CSAT,5,Still waiting,2026-02-17,TK01612
SV00695,AC0115,CSAT,4,Still waiting,2025-09-04,TK00037
SV00696,AC0088,CSAT,4,Helpful but issue remains,2025-12-26,TK01136
SV00697,AC0057,CSAT,4,Slow resolution,2025-12-22,TK01103
SV00698,AC0134,CSAT,3,Great help,2025-11-11,TK00700
SV00699,AC0087,CSAT,4,Helpful but issue remains,2026-03-10,TK01796
SV00700,AC0060,CSAT,5,Slow resolution,2026-07-04,TK03023
SV00701,AC0106,CSAT,4,Slow resolution,2026-01-11,TK01285
SV00702,AC0107,CSAT,3,Clear answer,2026-07-19,TK03153
SV00703,AC0063,CSAT,4,Slow resolution,2026-03-30,TK02025
SV00704,AC0076,CSAT,4,Helpful but issue remains,2025-09-12,TK00101
SV00705,AC0060,CSAT,3,Clear answer,2026-07-04,TK03024
SV00706,AC0053,CSAT,3,Still waiting,2025-12-31,TK01184
SV00707,AC0030,CSAT,4,Clear answer,2026-07-22,TK03177
SV00708,AC0115,CSAT,2,Slow resolution,2026-04-04,TK02069
SV00709,AC0137,CSAT,5,Clear answer,2026-03-24,TK01960
SV00710,AC0003,CSAT,4,Clear answer,2026-07-09,TK03062
SV00711,AC0150,CSAT,4,Helpful but issue remains,2025-09-28,TK00244
SV00712,AC0042,CSAT,5,Still waiting,2025-10-17,TK00420
SV00713,AC0142,CSAT,5,Helpful but issue remains,2026-07-26,TK03219
SV00714,AC0021,CSAT,3,Clear answer,2026-07-11,TK03084
SV00715,AC0080,CSAT,5,,2026-02-06,TK01507
SV00716,AC0105,CSAT,5,Great help,2025-09-04,TK00038
SV00717,AC0101,CSAT,5,,2026-01-12,TK01292
SV00718,AC0025,CSAT,4,Clear answer,2026-08-17,TK03424
SV00719,AC0123,CSAT,4,Helpful but issue remains,2026-03-08,TK01784
SV00720,AC0101,CSAT,5,,2025-09-08,TK00072
SV00721,AC0074,CSAT,5,,2025-09-27,TK00227
SV00722,AC0101,CSAT,4,Great help,2026-05-27,TK02594
SV00723,AC0027,CSAT,4,Slow resolution,2025-11-09,TK00670
SV00724,AC0143,CSAT,3,,2026-04-04,TK02076
SV00725,AC0086,CSAT,3,Slow resolution,2026-06-29,TK02984
SV00726,AC0047,CSAT,5,Helpful but issue remains,2026-06-06,TK02713
SV00727,AC0004,CSAT,5,Helpful but issue remains,2025-12-01,TK00904
SV00728,AC0146,CSAT,4,Helpful but issue remains,2026-02-05,TK01497
SV00729,AC0061,CSAT,5,Slow resolution,2025-11-14,TK00735
SV00730,AC0132,CSAT,3,,2025-10-22,TK00469
SV00731,AC0047,CSAT,5,Great help,2025-12-20,TK01091
SV00732,AC0013,CSAT,5,Great help,2025-11-19,TK00790
SV00733,AC0017,CSAT,4,,2026-01-02,TK01204
SV00734,AC0066,CSAT,4,Helpful but issue remains,2026-03-26,TK01978
SV00735,AC0121,CSAT,5,,2026-06-11,TK02785
SV00736,AC0101,CSAT,4,Clear answer,2026-06-10,TK02772
SV00737,AC0125,CSAT,4,Slow resolution,2026-08-07,TK03327
SV00738,AC0033,CSAT,3,Great help,2026-06-22,TK02905
SV00739,AC0105,CSAT,5,,2025-11-17,TK00769
SV00740,AC0040,CSAT,3,Helpful but issue remains,2026-05-18,TK02521
SV00741,AC0117,CSAT,5,Helpful but issue remains,2026-03-24,TK01959
SV00742,AC0015,CSAT,4,Helpful but issue remains,2026-06-26,TK02942
SV00743,AC0141,CSAT,5,Still waiting,2026-08-27,TK03507
SV00744,AC0121,CSAT,5,Slow resolution,2026-05-07,TK02398
SV00745,AC0006,CSAT,5,Clear answer,2025-12-27,TK01145
SV00746,AC0023,CSAT,4,Still waiting,2026-05-06,TK02392
SV00747,AC0076,CSAT,3,,2026-07-15,TK03124
SV00748,AC0008,CSAT,5,Clear answer,2026-02-04,TK01482
SV00749,AC0144,CSAT,5,Great help,2026-05-19,TK02532
SV00750,AC0019,CSAT,4,Great help,2026-03-16,TK01875
SV00751,AC0049,CSAT,4,Helpful but issue remains,2025-12-16,TK01039
SV00752,AC0025,CSAT,5,Still waiting,2025-09-28,TK00242
SV00753,AC0028,CSAT,4,Clear answer,2026-06-12,TK02800
SV00754,AC0104,CSAT,5,Clear answer,2026-06-29,TK02980
SV00755,AC0092,CSAT,4,Slow resolution,2025-10-28,TK00527
SV00756,AC0147,CSAT,4,Great help,2025-11-12,TK00714
SV00757,AC0032,CSAT,5,Helpful but issue remains,2026-07-11,TK03082
SV00758,AC0067,CSAT,4,Great help,2025-11-21,TK00808
SV00759,AC0065,CSAT,5,,2025-11-14,TK00739
SV00760,AC0133,CSAT,4,Clear answer,2026-04-26,TK02291
SV00761,AC0134,CSAT,3,Slow resolution,2025-11-29,TK00872
SV00762,AC0134,CSAT,3,Slow resolution,2026-01-01,TK01196
SV00763,AC0047,CSAT,2,Helpful but issue remains,2026-01-23,TK01392
SV00764,AC0092,CSAT,5,,2026-02-10,TK01543
SV00765,AC0066,CSAT,3,Slow resolution,2026-05-25,TK02574
SV00766,AC0099,CSAT,5,Slow resolution,2025-11-16,TK00758
SV00767,AC0010,CSAT,4,Still waiting,2026-07-23,TK03193
SV00768,AC0124,CSAT,3,Still waiting,2025-10-18,TK00430
SV00769,AC0090,CSAT,5,Helpful but issue remains,2026-02-13,TK01565
SV00770,AC0057,CSAT,4,Still waiting,2026-07-23,TK03190
SV00771,AC0117,CSAT,4,Slow resolution,2026-06-07,TK02726
SV00772,AC0027,CSAT,5,Slow resolution,2025-10-01,TK00264
SV00773,AC0142,CSAT,5,,2026-06-30,TK02990
SV00774,AC0062,CSAT,4,,2026-08-20,TK03444
SV00775,AC0020,CSAT,5,Clear answer,2025-10-30,TK00548
SV00776,AC0066,CSAT,5,Slow resolution,2025-10-20,TK00455
SV00777,AC0058,CSAT,4,Slow resolution,2025-10-11,TK00339
SV00778,AC0138,CSAT,4,Slow resolution,2025-09-02,TK00027
SV00779,AC0008,CSAT,5,Helpful but issue remains,2026-03-29,TK02014
SV00780,AC0132,CSAT,5,Still waiting,2025-10-28,TK00537
SV00781,AC0120,CSAT,3,Slow resolution,2026-08-04,TK03302
SV00782,AC0037,CSAT,2,Slow resolution,2026-06-13,TK02810
SV00783,AC0101,CSAT,5,Clear answer,2026-03-12,TK01819
SV00784,AC0126,CSAT,5,Great help,2025-09-01,TK00001
SV00785,AC0129,CSAT,4,Great help,2026-05-22,TK02553
SV00786,AC0067,CSAT,3,Helpful but issue remains,2026-08-27,TK03505
SV00787,AC0137,CSAT,4,Great help,2025-10-16,TK00408
SV00788,AC0067,CSAT,4,Helpful but issue remains,2025-09-08,TK00061
SV00789,AC0046,CSAT,4,Still waiting,2025-09-13,TK00116
SV00790,AC0129,CSAT,5,Still waiting,2026-03-20,TK01919
SV00791,AC0086,CSAT,5,Still waiting,2025-11-01,TK00581
SV00792,AC0103,CSAT,5,Still waiting,2026-03-08,TK01786
SV00793,AC0064,CSAT,4,Great help,2026-04-21,TK02222
SV00794,AC0132,CSAT,5,Helpful but issue remains,2026-02-09,TK01534
SV00795,AC0045,CSAT,5,Slow resolution,2026-01-05,TK01227
SV00796,AC0100,CSAT,5,Helpful but issue remains,2025-11-15,TK00751
SV00797,AC0100,CSAT,5,Great help,2026-06-01,TK02647
SV00798,AC0044,CSAT,5,Slow resolution,2025-12-28,TK01154
SV00799,AC0015,CSAT,5,Slow resolution,2025-11-18,TK00774
SV00800,AC0114,CSAT,4,,2025-12-11,TK00992
SV00801,AC0057,CSAT,5,,2026-06-06,TK02705
SV00802,AC0065,CSAT,4,Great help,2026-05-02,TK02362
SV00803,AC0064,CSAT,4,Helpful but issue remains,2025-11-01,TK00578
SV00804,AC0081,CSAT,3,Still waiting,2026-07-17,TK03143
SV00805,AC0142,CSAT,4,Clear answer,2025-11-07,TK00644
SV00806,AC0134,CSAT,5,Slow resolution,2025-12-20,TK01087
SV00807,AC0073,CSAT,3,Still waiting,2026-06-01,TK02652
SV00808,AC0147,CSAT,5,,2026-06-02,TK02660
SV00809,AC0001,CSAT,5,,2026-04-25,TK02271
