lead_id,created_date,lead_source,industry,region,company_size,rep_id,status,qualified_date,demo_date,opportunity_date,closed_date,potential_arr_eur,loss_reason
VAI-00244,2025-05-03,Outbound,Healthcare,Benelux,51-200,AE04,Unqualified,,,,,,
VAI-00245,2025-02-20,LinkedIn,Travel,Benelux,1000+,AE04,Closed Lost,2025-02-22,2025-03-01,2025-03-13,2025-04-18,89000.0,Missing feature
VAI-00246,2025-12-18,Paid Search,SaaS,Nordics,501-1000,AE07,Unqualified,,,,,,
VAI-00247,2025-09-07,Organic Search,Professional Services,Benelux,201-500,AE08,Unqualified,,,,,,
VAI-00248,2025-08-06,Paid Search,E-commerce,UK & Ireland,501-1000,AE04,Unqualified,,,,,,
VAI-00249,2025-09-25,LinkedIn,Professional Services,Southern Europe,1-50,AE08,Unqualified,,,,,,
VAI-00250,2025-03-24,Referral,Media,CEE,501-1000,AE03,Demo Completed,2025-03-28,2025-04-10,,,,
VAI-00251,2025-07-06,Organic Search,SaaS,CEE,201-500,AE08,Closed Won,2025-07-07,2025-07-13,2025-07-28,2025-08-13,26500.0,
VAI-00252,2025-08-05,Paid Search,HR Tech,Benelux,51-200,AE06,Demo Completed,2025-08-12,2025-08-22,,,,
VAI-00253,2025-03-08,Paid Search,Media,Nordics,1000+,AE08,Unqualified,,,,,,
VAI-00254,2025-02-05,Outbound,SaaS,UK & Ireland,501-1000,AE06,Qualified,2025-02-08,,,,,
VAI-00255,2025-02-03,Outbound,Healthcare,Benelux,51-200,AE03,Closed Lost,2025-02-06,2025-02-17,2025-02-21,2025-03-24,10000.0,Price
VAI-00256,2025-09-05,Outbound,Media,Southern Europe,501-1000,AE02,Unqualified,,,,,,
VAI-00257,2025-07-02,Outbound,Fintech,CEE,51-200,AE08,Qualified,2025-07-04,,,,,
VAI-00258,2025-03-17,LinkedIn,Professional Services,Benelux,1-50,AE02,Unqualified,,,,,,
VAI-00259,2025-05-29,Paid Search,Professional Services,CEE,51-200,AE08,Closed Lost,2025-06-01,2025-06-08,2025-06-19,2025-06-30,14000.0,Price
VAI-00260,2025-04-28,Outbound,Professional Services,CEE,1-50,AE03,Qualified,2025-05-07,,,,,
VAI-00261,2025-11-21,Partners,Media,Nordics,1-50,AE01,Closed Won,2025-11-24,2025-11-30,2025-12-05,2026-01-11,5500.0,
VAI-00262,2025-03-25,Paid Search,HR Tech,UK & Ireland,51-200,AE04,Unqualified,,,,,,
VAI-00263,2025-07-25,Outbound,Healthcare,Benelux,1000+,AE01,Closed Lost,2025-07-29,2025-08-02,2025-08-03,2025-09-14,122000.0,Competitor
VAI-00264,2025-05-30,Organic Search,Media,CEE,501-1000,AE07,Closed Won,2025-06-01,2025-06-04,2025-06-09,2025-07-02,52500.0,
VAI-00265,2025-12-25,Outbound,Fintech,Southern Europe,51-200,AE08,Unqualified,,,,,,
VAI-00266,2025-12-28,LinkedIn,E-commerce,DACH,501-1000,AE02,Demo Completed,2026-01-03,2026-01-11,,,,
VAI-00267,2025-01-17,LinkedIn,Professional Services,Benelux,51-200,AE04,Unqualified,,,,,,
VAI-00268,2025-09-09,LinkedIn,Media,Nordics,501-1000,AE02,Unqualified,,,,,,
VAI-00269,2025-09-03,LinkedIn,Media,UK & Ireland,501-1000,AE02,Closed Lost,2025-09-13,2025-09-17,2025-09-20,2025-09-26,50000.0,Timing
VAI-00270,2025-10-06,LinkedIn,HR Tech,Nordics,51-200,AE04,Unqualified,,,,,,
VAI-00271,2025-09-28,LinkedIn,Healthcare,Nordics,201-500,AE08,Closed Won,2025-09-30,2025-10-06,2025-10-30,2025-11-27,30000.0,
VAI-00272,2025-11-05,LinkedIn,Professional Services,DACH,51-200,AE06,Unqualified,,,,,,
VAI-00273,2025-10-01,Paid Search,Fintech,CEE,51-200,AE01,Unqualified,,,,,,
VAI-00274,2025-09-05,Outbound,SaaS,DACH,1000+,AE03,Demo Completed,2025-09-13,2025-09-20,,,,
VAI-00275,2025-04-19,Partners,E-commerce,Nordics,1-50,AE04,Unqualified,,,,,,
VAI-00276,2025-08-05,Outbound,SaaS,DACH,201-500,AE02,Unqualified,,,,,,
VAI-00277,2025-11-01,Paid Search,Media,Nordics,1-50,AE07,Unqualified,,,,,,
VAI-00278,2025-12-15,Outbound,SaaS,Nordics,51-200,AE05,Unqualified,,,,,,
VAI-00279,2025-01-30,Outbound,Healthcare,DACH,501-1000,AE05,Unqualified,,,,,,
VAI-00280,2025-12-27,Paid Search,HR Tech,Southern Europe,51-200,AE06,Unqualified,,,,,,
VAI-00281,2025-08-23,Events,Fintech,Benelux,1000+,AE03,Closed Lost,2025-08-27,2025-08-30,2025-08-31,2025-10-02,108000.0,No executive buy-in
VAI-00282,2025-06-09,Outbound,Healthcare,UK & Ireland,201-500,AE03,Closed Lost,2025-06-13,2025-06-19,2025-06-20,2025-07-18,33500.0,No decision
VAI-00283,2025-05-23,Outbound,HR Tech,CEE,201-500,AE04,Unqualified,,,,,,
VAI-00284,2025-03-01,LinkedIn,HR Tech,Benelux,1000+,AE07,Demo Completed,2025-03-06,2025-03-11,,,,
VAI-00285,2025-06-28,Organic Search,E-commerce,UK & Ireland,51-200,AE06,Unqualified,,,,,,
VAI-00286,2025-12-30,Organic Search,HR Tech,Southern Europe,501-1000,AE02,Unqualified,,,,,,
VAI-00287,2025-06-29,Paid Search,Media,Nordics,51-200,AE05,Unqualified,,,,,,
VAI-00288,2025-10-07,Outbound,E-commerce,Nordics,1-50,AE03,Closed Lost,2025-10-13,2025-10-17,2025-11-03,2025-11-16,8500.0,No executive buy-in
VAI-00289,2025-06-15,Organic Search,Fintech,UK & Ireland,201-500,AE05,Closed Lost,2025-06-17,2025-06-19,2025-07-03,2025-07-09,35000.0,Competitor
VAI-00290,2025-12-21,LinkedIn,SaaS,CEE,1-50,AE06,Unqualified,,,,,,
VAI-00291,2025-02-24,Paid Search,Travel,Southern Europe,51-200,AE01,Unqualified,,,,,,
VAI-00292,2025-02-03,Paid Search,HR Tech,DACH,201-500,AE03,Unqualified,,,,,,
VAI-00293,2025-02-07,Organic Search,HR Tech,CEE,1000+,AE07,Qualified,2025-02-09,,,,,
VAI-00294,2025-10-11,LinkedIn,Travel,Southern Europe,201-500,AE07,Unqualified,,,,,,
VAI-00295,2025-10-09,Organic Search,SaaS,UK & Ireland,201-500,AE04,Closed Lost,2025-10-17,2025-10-24,2025-11-01,2025-11-10,40000.0,Budget frozen
VAI-00296,2025-01-09,LinkedIn,SaaS,DACH,51-200,AE04,Closed Won,2025-01-11,2025-01-13,2025-01-23,2025-01-29,14000.0,
VAI-00297,2025-09-22,Events,SaaS,Nordics,51-200,AE02,Unqualified,,,,,,
VAI-00298,2025-10-16,Organic Search,Healthcare,UK & Ireland,1-50,AE08,Unqualified,,,,,,
VAI-00299,2025-12-09,Events,SaaS,Southern Europe,51-200,AE02,Unqualified,,,,,,
VAI-00300,2025-07-25,LinkedIn,Media,UK & Ireland,1000+,AE07,Unqualified,,,,,,
VAI-00301,2025-11-14,Organic Search,Healthcare,UK & Ireland,501-1000,AE04,Unqualified,,,,,,
VAI-00302,2025-08-15,Outbound,Professional Services,Benelux,501-1000,AE06,Closed Won,2025-08-24,2025-08-30,2025-09-10,2025-09-24,42500.0,
VAI-00303,2025-05-05,Paid Search,Professional Services,Southern Europe,1-50,AE03,Unqualified,,,,,,
VAI-00304,2025-07-29,Paid Search,Media,Southern Europe,501-1000,AE04,Closed Won,2025-08-04,2025-08-07,2025-08-10,2025-08-17,65500.0,
VAI-00305,2025-10-13,Paid Search,Fintech,Nordics,1000+,AE07,Qualified,2025-10-14,,,,,
VAI-00306,2025-09-30,LinkedIn,Media,Southern Europe,501-1000,AE02,Qualified,2025-10-02,,,,,
VAI-00307,2025-01-18,Paid Search,Fintech,CEE,51-200,AE03,Unqualified,,,,,,
VAI-00308,2025-02-20,Outbound,Media,DACH,1-50,AE08,Unqualified,,,,,,
VAI-00309,2025-03-10,Referral,Travel,Southern Europe,51-200,AE05,Qualified,2025-03-12,,,,,
VAI-00310,2025-12-02,Partners,HR Tech,Nordics,501-1000,AE07,Qualified,2025-12-09,,,,,
VAI-00311,2025-04-13,Paid Search,E-commerce,Nordics,201-500,AE01,Qualified,2025-04-17,,,,,
VAI-00312,2025-06-22,LinkedIn,SaaS,CEE,1-50,AE01,Qualified,2025-07-04,,,,,
VAI-00313,2025-01-18,Organic Search,Healthcare,UK & Ireland,201-500,AE01,Qualified,2025-02-02,,,,,
VAI-00314,2025-11-20,Organic Search,SaaS,DACH,1000+,AE01,Closed Lost,2025-11-25,2025-11-27,2025-11-30,2025-12-25,91500.0,No executive buy-in
VAI-00315,2025-01-29,Referral,Media,Benelux,1-50,AE05,Unqualified,,,,,,
VAI-00316,2025-07-17,Organic Search,Media,UK & Ireland,51-200,AE01,Qualified,2025-07-18,,,,,
VAI-00317,2025-02-22,Events,Fintech,Southern Europe,1-50,AE06,Qualified,2025-02-24,,,,,
VAI-00318,2025-08-12,Outbound,Fintech,DACH,1-50,AE01,Qualified,2025-08-21,,,,,
VAI-00319,2025-09-01,Organic Search,HR Tech,Nordics,51-200,AE07,Closed Lost,2025-09-02,2025-09-06,2025-09-16,2025-09-25,10000.0,Budget frozen
VAI-00320,2025-03-08,Paid Search,SaaS,CEE,51-200,AE03,Unqualified,,,,,,
VAI-00321,2025-12-09,Events,Fintech,Benelux,501-1000,AE05,Unqualified,,,,,,
VAI-00322,2025-05-08,Paid Search,Professional Services,Nordics,1-50,AE05,Qualified,2025-05-12,,,,,
VAI-00323,2025-02-28,LinkedIn,Media,UK & Ireland,1-50,AE08,Unqualified,,,,,,
VAI-00324,2025-07-28,Outbound,HR Tech,CEE,1-50,AE05,Closed Won,2025-07-29,2025-08-04,2025-08-10,2025-08-19,4000.0,
VAI-00325,2025-04-23,Outbound,SaaS,Nordics,1-50,AE01,Unqualified,,,,,,
VAI-00326,2025-03-29,LinkedIn,Professional Services,CEE,51-200,AE01,Closed Won,2025-04-07,2025-04-12,2025-04-18,2025-05-25,17000.0,
VAI-00327,2025-02-14,Events,HR Tech,DACH,51-200,AE08,Qualified,2025-02-17,,,,,
VAI-00328,2025-11-03,Organic Search,Professional Services,UK & Ireland,501-1000,AE02,Unqualified,,,,,,
VAI-00329,2025-12-05,Paid Search,Travel,Nordics,1-50,AE01,Demo Completed,2025-12-06,2025-12-08,,,,
VAI-00330,2025-10-12,Organic Search,Media,Nordics,201-500,AE06,Demo Completed,2025-10-16,2025-10-25,,,,
VAI-00331,2025-09-08,Organic Search,Fintech,DACH,501-1000,AE07,Qualified,2025-09-14,,,,,
VAI-00332,2025-12-13,Referral,Travel,Southern Europe,1-50,AE07,Qualified,2025-12-14,,,,,
VAI-00333,2025-10-20,Outbound,Professional Services,Benelux,501-1000,AE02,Unqualified,,,,,,
VAI-00334,2025-03-19,Organic Search,Healthcare,Nordics,201-500,AE01,Demo Completed,2025-03-24,2025-03-27,,,,
VAI-00335,2025-05-29,Partners,HR Tech,CEE,501-1000,AE01,Closed Lost,2025-05-31,2025-06-12,2025-06-19,2025-06-29,54000.0,Competitor
VAI-00336,2025-01-25,Organic Search,HR Tech,Benelux,1000+,AE07,Unqualified,,,,,,
VAI-00337,2025-10-28,Outbound,HR Tech,CEE,1000+,AE03,Unqualified,,,,,,
VAI-00338,2025-02-02,Outbound,Media,Nordics,501-1000,AE05,Qualified,2025-02-09,,,,,
VAI-00339,2025-04-22,LinkedIn,Media,UK & Ireland,201-500,AE01,Demo Completed,2025-04-24,2025-05-06,,,,
VAI-00340,2025-04-24,Outbound,SaaS,Benelux,1-50,AE04,Qualified,2025-04-29,,,,,
VAI-00341,2025-06-26,Partners,E-commerce,CEE,51-200,AE05,Unqualified,,,,,,
VAI-00342,2025-01-05,Outbound,E-commerce,Southern Europe,51-200,AE07,Closed Won,2025-01-08,2025-01-13,2025-01-20,2025-01-27,17500.0,
VAI-00343,2025-04-01,LinkedIn,Travel,Nordics,51-200,AE06,Unqualified,,,,,,
VAI-00344,2025-11-20,Paid Search,Healthcare,Benelux,501-1000,AE01,Qualified,2025-11-29,,,,,
VAI-00345,2025-12-21,Paid Search,Professional Services,UK & Ireland,51-200,AE08,Qualified,2025-12-27,,,,,
VAI-00346,2025-01-05,Events,Fintech,Benelux,51-200,AE06,Closed Won,2025-01-06,2025-01-10,2025-01-13,2025-02-07,17000.0,
VAI-00347,2025-02-12,Organic Search,HR Tech,Nordics,201-500,AE04,Qualified,2025-02-15,,,,,
VAI-00348,2025-02-28,Paid Search,HR Tech,CEE,1-50,AE05,Unqualified,,,,,,
VAI-00349,2025-01-25,Paid Search,Media,UK & Ireland,1000+,AE03,Unqualified,,,,,,
VAI-00350,2025-03-17,Outbound,Professional Services,Benelux,501-1000,AE06,Unqualified,,,,,,
VAI-00351,2025-02-09,Events,Fintech,UK & Ireland,1-50,AE06,Closed Won,2025-02-16,2025-02-21,2025-02-27,2025-04-08,7000.0,
VAI-00352,2025-07-06,Organic Search,Travel,CEE,1-50,AE04,Unqualified,,,,,,
VAI-00353,2025-10-24,Paid Search,Healthcare,Benelux,1-50,AE06,Unqualified,,,,,,
VAI-00354,2025-09-25,Partners,Fintech,DACH,1-50,AE03,Closed Won,2025-10-02,2025-10-15,2025-11-09,2025-11-28,6000.0,
VAI-00355,2025-08-11,Outbound,Media,UK & Ireland,201-500,AE05,Demo Completed,2025-08-12,2025-08-14,,,,
VAI-00356,2025-08-10,Paid Search,E-commerce,Nordics,201-500,AE05,Unqualified,,,,,,
VAI-00357,2025-07-09,Organic Search,E-commerce,Nordics,1-50,AE06,Unqualified,,,,,,
VAI-00358,2025-10-09,Partners,Travel,UK & Ireland,1000+,AE05,Unqualified,,,,,,
VAI-00359,2025-01-23,Organic Search,Healthcare,DACH,51-200,AE07,Qualified,2025-01-25,,,,,
VAI-00360,2025-11-12,Outbound,Healthcare,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-00361,2025-09-25,Referral,E-commerce,DACH,201-500,AE05,Unqualified,,,,,,
VAI-00362,2025-12-17,Outbound,Travel,Southern Europe,51-200,AE01,Demo Completed,2025-12-23,2025-12-29,,,,
VAI-00363,2025-03-03,Organic Search,Professional Services,UK & Ireland,201-500,AE03,Unqualified,,,,,,
VAI-00364,2025-08-21,Outbound,SaaS,CEE,1-50,AE03,Qualified,2025-08-22,,,,,
VAI-00365,2025-05-07,Organic Search,E-commerce,DACH,1000+,AE06,Qualified,2025-05-13,,,,,
VAI-00366,2025-05-25,Organic Search,Media,Nordics,201-500,AE04,Unqualified,,,,,,
VAI-00367,2025-05-21,Paid Search,Professional Services,DACH,201-500,AE06,Closed Lost,2025-05-25,2025-05-26,2025-06-10,2025-07-14,23500.0,Price
VAI-00368,2025-09-05,Referral,Fintech,UK & Ireland,501-1000,AE01,Qualified,2025-09-13,,,,,
VAI-00369,2025-10-01,Outbound,E-commerce,CEE,501-1000,AE05,Qualified,2025-10-09,,,,,
VAI-00370,2025-06-21,Paid Search,Healthcare,UK & Ireland,201-500,AE06,Unqualified,,,,,,
VAI-00371,2025-08-25,Events,Media,Benelux,1000+,AE02,Closed Won,2025-08-29,2025-09-16,2025-09-24,2025-11-04,91500.0,
VAI-00372,2025-02-19,Organic Search,Professional Services,CEE,1000+,AE08,Unqualified,,,,,,
VAI-00373,2025-10-24,Events,SaaS,Southern Europe,201-500,AE03,Unqualified,,,,,,
VAI-00374,2025-04-23,LinkedIn,Travel,Southern Europe,51-200,AE08,Unqualified,,,,,,
VAI-00375,2025-11-14,Outbound,HR Tech,DACH,201-500,AE03,Demo Completed,2025-11-18,2025-11-20,,,,
VAI-00376,2025-07-25,Events,Travel,DACH,51-200,AE04,Unqualified,,,,,,
VAI-00377,2025-11-01,Paid Search,Media,CEE,1000+,AE05,Unqualified,,,,,,
VAI-00378,2025-11-16,Paid Search,E-commerce,Southern Europe,501-1000,AE07,Unqualified,,,,,,
VAI-00379,2025-05-25,Paid Search,E-commerce,Nordics,201-500,AE01,Unqualified,,,,,,
VAI-00380,2025-01-07,Paid Search,Professional Services,Nordics,51-200,AE03,Qualified,2025-01-09,,,,,
VAI-00381,2025-02-15,Outbound,Travel,CEE,51-200,AE06,Unqualified,,,,,,
VAI-00382,2025-12-19,LinkedIn,Professional Services,DACH,201-500,AE06,Closed Won,2025-12-25,2025-12-27,2026-01-06,2026-01-26,35500.0,
VAI-00383,2025-06-05,Events,HR Tech,Southern Europe,201-500,AE07,Unqualified,,,,,,
VAI-00384,2025-10-23,LinkedIn,SaaS,CEE,501-1000,AE01,Qualified,2025-10-29,,,,,
VAI-00385,2025-05-14,LinkedIn,Fintech,CEE,1-50,AE01,Unqualified,,,,,,
VAI-00386,2025-08-12,Partners,Media,UK & Ireland,201-500,AE04,Demo Completed,2025-08-18,2025-08-29,,,,
VAI-00387,2025-01-07,Partners,Fintech,CEE,51-200,AE08,Closed Won,2025-01-14,2025-01-17,2025-01-22,2025-02-10,9500.0,
VAI-00388,2025-11-17,Organic Search,SaaS,CEE,1000+,AE05,Qualified,2025-11-19,,,,,
VAI-00389,2025-08-28,Events,Travel,Southern Europe,201-500,AE08,Unqualified,,,,,,
VAI-00390,2025-04-18,Paid Search,HR Tech,Benelux,201-500,AE03,Closed Lost,2025-04-19,2025-04-24,2025-04-30,2025-05-23,27500.0,Price
VAI-00391,2025-06-06,Partners,E-commerce,DACH,51-200,AE04,Closed Won,2025-06-13,2025-06-20,2025-06-21,2025-07-09,10000.0,
VAI-00392,2025-04-03,Paid Search,HR Tech,UK & Ireland,501-1000,AE03,Unqualified,,,,,,
VAI-00393,2025-01-13,Partners,Healthcare,Benelux,1000+,AE03,Unqualified,,,,,,
VAI-00394,2025-06-25,Paid Search,E-commerce,Southern Europe,1000+,AE01,Qualified,2025-07-04,,,,,
VAI-00395,2025-04-29,Organic Search,SaaS,Southern Europe,501-1000,AE04,Closed Won,2025-05-02,2025-05-08,2025-05-13,2025-05-24,52000.0,
VAI-00396,2025-05-15,Partners,E-commerce,Southern Europe,51-200,AE02,Unqualified,,,,,,
VAI-00397,2025-06-10,Organic Search,E-commerce,DACH,1-50,AE06,Demo Completed,2025-06-13,2025-06-15,,,,
VAI-00398,2025-12-12,Paid Search,Fintech,UK & Ireland,51-200,AE08,Unqualified,,,,,,
VAI-00399,2025-08-10,Events,SaaS,UK & Ireland,1000+,AE01,Qualified,2025-08-13,,,,,
VAI-00400,2025-09-17,Outbound,Professional Services,DACH,201-500,AE07,Unqualified,,,,,,
VAI-00401,2025-08-26,Organic Search,Professional Services,UK & Ireland,51-200,AE07,Closed Won,2025-08-30,2025-09-07,2025-09-14,2025-10-01,15000.0,
VAI-00402,2025-03-22,Organic Search,HR Tech,UK & Ireland,51-200,AE07,Unqualified,,,,,,
VAI-00403,2025-09-11,Outbound,E-commerce,UK & Ireland,501-1000,AE02,Unqualified,,,,,,
VAI-00404,2025-07-06,Paid Search,SaaS,Nordics,1000+,AE07,Unqualified,,,,,,
VAI-00405,2025-10-24,LinkedIn,Travel,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00406,2025-03-20,Organic Search,Healthcare,Nordics,1000+,AE03,Unqualified,,,,,,
VAI-00407,2025-09-30,Events,Travel,Southern Europe,1-50,AE02,Unqualified,,,,,,
VAI-00408,2025-06-21,Outbound,Professional Services,Nordics,201-500,AE08,Unqualified,,,,,,
VAI-00409,2025-04-18,LinkedIn,Healthcare,DACH,201-500,AE04,Demo Completed,2025-04-19,2025-04-27,,,,
VAI-00410,2025-04-15,Events,Professional Services,Nordics,201-500,AE04,Demo Completed,2025-04-24,2025-05-01,,,,
VAI-00411,2025-09-01,LinkedIn,HR Tech,Nordics,51-200,AE04,Demo Completed,2025-09-05,2025-09-21,,,,
VAI-00412,2025-07-09,Outbound,HR Tech,Benelux,1-50,AE08,Unqualified,,,,,,
VAI-00413,2025-03-03,LinkedIn,Travel,DACH,1-50,AE04,Closed Lost,2025-03-07,2025-03-11,2025-03-17,2025-05-04,7000.0,Timing
VAI-00414,2025-01-25,Paid Search,SaaS,DACH,51-200,AE08,Unqualified,,,,,,
VAI-00415,2025-01-09,Outbound,Fintech,DACH,201-500,AE03,Closed Lost,2025-01-10,2025-01-14,2025-01-19,2025-02-18,37500.0,Competitor
VAI-00416,2025-11-14,Outbound,Healthcare,DACH,1000+,AE08,Demo Completed,2025-11-15,2025-11-25,,,,
VAI-00417,2025-03-30,LinkedIn,Media,Benelux,501-1000,AE04,Qualified,2025-04-03,,,,,
VAI-00418,2025-11-25,Events,Fintech,Southern Europe,51-200,AE04,Unqualified,,,,,,
VAI-00419,2025-05-21,Paid Search,Media,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00420,2025-09-29,Outbound,Fintech,Nordics,1-50,AE03,Demo Completed,2025-10-01,2025-10-06,,,,
VAI-00421,2025-05-15,Paid Search,E-commerce,Southern Europe,51-200,AE07,Closed Won,2025-05-16,2025-05-25,2025-05-26,2025-05-31,13500.0,
VAI-00422,2025-09-07,Outbound,Healthcare,Nordics,1-50,AE06,Unqualified,,,,,,
VAI-00423,2025-10-19,Events,Travel,DACH,51-200,AE08,Qualified,2025-10-23,,,,,
VAI-00424,2025-05-12,Partners,Professional Services,Nordics,201-500,AE02,Unqualified,,,,,,
VAI-00425,2025-04-01,Organic Search,Healthcare,UK & Ireland,201-500,AE07,Qualified,2025-04-03,,,,,
VAI-00426,2025-11-17,Referral,Fintech,Nordics,201-500,AE02,Closed Won,2025-11-24,2025-11-30,2025-12-10,2026-01-05,35500.0,
VAI-00427,2025-11-27,Organic Search,Media,UK & Ireland,1000+,AE02,Unqualified,,,,,,
VAI-00428,2025-08-22,Referral,E-commerce,Southern Europe,501-1000,AE02,Unqualified,,,,,,
VAI-00429,2025-04-16,LinkedIn,E-commerce,Nordics,201-500,AE08,Qualified,2025-04-23,,,,,
VAI-00430,2025-11-24,LinkedIn,Healthcare,CEE,201-500,AE01,Demo Completed,2025-11-27,2025-12-06,,,,
VAI-00431,2025-11-22,Outbound,Healthcare,Benelux,1-50,AE03,Unqualified,,,,,,
VAI-00432,2025-07-04,Outbound,HR Tech,CEE,51-200,AE08,Unqualified,,,,,,
VAI-00433,2025-05-23,Partners,Fintech,CEE,51-200,AE01,Closed Lost,2025-05-24,2025-05-29,2025-06-06,2025-06-17,11500.0,Missing feature
VAI-00434,2025-08-18,Referral,Fintech,Southern Europe,1-50,AE03,Qualified,2025-08-23,,,,,
VAI-00435,2025-04-29,LinkedIn,Professional Services,Nordics,201-500,AE08,Unqualified,,,,,,
VAI-00436,2025-09-22,Events,Media,CEE,51-200,AE02,Unqualified,,,,,,
VAI-00437,2025-03-26,Referral,Healthcare,Nordics,201-500,AE03,Qualified,2025-03-27,,,,,
VAI-00438,2025-07-13,Paid Search,HR Tech,UK & Ireland,1000+,AE01,Unqualified,,,,,,
VAI-00439,2025-04-20,Outbound,HR Tech,Nordics,501-1000,AE01,Qualified,2025-04-27,,,,,
VAI-00440,2025-05-26,Paid Search,Professional Services,Benelux,1000+,AE08,Unqualified,,,,,,
VAI-00441,2025-01-21,Paid Search,E-commerce,DACH,1000+,AE02,Unqualified,,,,,,
VAI-00442,2025-10-25,Outbound,Travel,Benelux,51-200,AE03,Qualified,2025-10-27,,,,,
VAI-00443,2025-04-07,Partners,Fintech,DACH,51-200,AE08,Closed Lost,2025-04-12,2025-04-19,2025-05-02,2025-05-16,10000.0,Competitor
VAI-00444,2025-03-25,Outbound,SaaS,DACH,51-200,AE08,Unqualified,,,,,,
VAI-00445,2025-12-14,Outbound,Healthcare,DACH,51-200,AE08,Unqualified,,,,,,
VAI-00446,2025-10-27,Organic Search,Healthcare,Benelux,501-1000,AE03,Qualified,2025-10-28,,,,,
VAI-00447,2025-07-01,Paid Search,Media,CEE,201-500,AE04,Unqualified,,,,,,
VAI-00448,2025-01-07,Paid Search,Professional Services,CEE,501-1000,AE01,Qualified,2025-01-11,,,,,
VAI-00449,2025-10-26,Events,Travel,Southern Europe,201-500,AE07,Unqualified,,,,,,
VAI-00450,2025-10-21,Outbound,E-commerce,Nordics,1000+,AE05,Unqualified,,,,,,
VAI-00451,2025-08-01,Referral,Fintech,Nordics,51-200,AE03,Unqualified,,,,,,
VAI-00452,2025-09-20,LinkedIn,Professional Services,CEE,51-200,AE08,Unqualified,,,,,,
VAI-00453,2025-04-24,Outbound,Media,CEE,1000+,AE03,Unqualified,,,,,,
VAI-00454,2025-03-20,Outbound,HR Tech,CEE,201-500,AE04,Unqualified,,,,,,
VAI-00455,2025-06-01,Referral,Professional Services,Southern Europe,501-1000,AE01,Unqualified,,,,,,
VAI-00456,2025-10-27,Paid Search,HR Tech,Benelux,1-50,AE03,Qualified,2025-10-28,,,,,
VAI-00457,2025-03-02,Organic Search,HR Tech,Southern Europe,1-50,AE03,Closed Lost,2025-03-09,2025-03-13,2025-03-18,2025-03-30,4000.0,No decision
VAI-00458,2025-11-24,Paid Search,Fintech,DACH,201-500,AE03,Qualified,2025-11-28,,,,,
VAI-00459,2025-05-25,Events,HR Tech,Southern Europe,51-200,AE01,Closed Won,2025-05-29,2025-06-01,2025-06-06,2025-06-25,12000.0,
VAI-00460,2025-03-30,LinkedIn,SaaS,Southern Europe,201-500,AE07,Qualified,2025-04-04,,,,,
VAI-00461,2025-04-10,Organic Search,HR Tech,Nordics,51-200,AE01,Closed Lost,2025-04-12,2025-04-15,2025-04-23,2025-05-18,12000.0,Competitor
VAI-00462,2025-03-15,Paid Search,Fintech,DACH,501-1000,AE01,Demo Completed,2025-03-16,2025-03-22,,,,
VAI-00463,2025-03-21,Organic Search,HR Tech,UK & Ireland,501-1000,AE01,Closed Lost,2025-03-28,2025-03-31,2025-04-09,2025-04-16,53500.0,Price
VAI-00464,2025-09-05,Partners,Media,Southern Europe,1-50,AE02,Unqualified,,,,,,
VAI-00465,2025-10-08,Paid Search,Healthcare,Benelux,51-200,AE02,Qualified,2025-10-11,,,,,
VAI-00466,2025-10-17,LinkedIn,Travel,Southern Europe,501-1000,AE02,Unqualified,,,,,,
VAI-00467,2025-09-20,Paid Search,Fintech,DACH,51-200,AE07,Unqualified,,,,,,
VAI-00468,2025-01-08,Partners,SaaS,CEE,1000+,AE02,Unqualified,,,,,,
VAI-00469,2025-09-16,Partners,Fintech,DACH,51-200,AE01,Unqualified,,,,,,
VAI-00470,2025-08-21,Organic Search,Healthcare,Nordics,51-200,AE07,Qualified,2025-08-24,,,,,
VAI-00471,2025-02-22,Outbound,Healthcare,Nordics,51-200,AE06,Demo Completed,2025-02-24,2025-03-03,,,,
VAI-00472,2025-01-01,Partners,Media,Benelux,501-1000,AE08,Demo Completed,2025-01-05,2025-01-12,,,,
VAI-00473,2025-05-24,Events,SaaS,DACH,201-500,AE03,Closed Won,2025-05-27,2025-06-02,2025-06-03,2025-07-06,23000.0,
VAI-00474,2025-02-26,Organic Search,Fintech,Southern Europe,201-500,AE06,Unqualified,,,,,,
VAI-00475,2025-11-09,Paid Search,HR Tech,Benelux,501-1000,AE02,Unqualified,,,,,,
VAI-00476,2025-09-15,Paid Search,Fintech,DACH,201-500,AE05,Unqualified,,,,,,
VAI-00477,2025-01-25,Partners,Healthcare,UK & Ireland,501-1000,AE02,Closed Won,2025-02-03,2025-02-08,2025-02-11,2025-02-19,64000.0,
VAI-00478,2025-04-09,Outbound,SaaS,UK & Ireland,1-50,AE07,Unqualified,,,,,,
VAI-00479,2025-07-02,LinkedIn,HR Tech,Benelux,51-200,AE08,Unqualified,,,,,,
VAI-00480,2025-09-09,Organic Search,Fintech,CEE,1-50,AE07,Qualified,2025-09-16,,,,,
VAI-00481,2025-05-10,Outbound,Media,Southern Europe,51-200,AE05,Unqualified,,,,,,
VAI-00482,2025-11-23,Paid Search,SaaS,CEE,501-1000,AE08,Unqualified,,,,,,
